ID,Created_At,Text,Author,Flesch_Readability,Flesch_Grade,Gunning_FOG_Score,Automated_Readability_Index,Coleman_Liau_Index,Linsear_Write_Score,Dale_Chall_Readability
7.8076843391071E+017,2016-09-27 13:57:55,"Trump on Alicia, 1996: ""Miss Piggy."" This morning: ""She gained a massive amount of weightit was a real problem.""",HillaryClinton,87.21,3.5,22.6421052632,6.6,9.65,3.75,10.76
7.8059865062817E+017,2016-09-27 02:43:15,Hillary just proved she's the only candidate who's ready to be president. Chip in now and let's go win this thing:,HillaryClinton,86.2,3.8,17.6285714286,4.9,7.22,4.25,8.67
7.80594312182657E+017,2016-09-27 02:26:01,This should go without saying: Taking nuclear war lightly is disqualifying for anyone seeking to be President of the United States.,HillaryClinton,58.62,10.3,29.4476190476,14,13.4,11.5,12.2
7.80592331368129E+017,2016-09-27 02:18:09,"""I hope the fact-checkers are turning up the volume. Donald Trump supported the invasion of Iraq.",HillaryClinton,63.36,6.4,22.7,6.7,10.34,3,10.94
7.80589488271688E+017,2016-09-27 02:06:51,"When a man is sued for discriminating against black tenants and pushes birtherism, he's giving you an idea of what kind of president he'd be.",HillaryClinton,71.48,9.5,24.8,13.1,10.16,13.5,9.93
7.80582541019476E+017,2016-09-27 01:39:14,"Paying zero in taxes doesnt make you ""smart."" It makes you a tax evader.",HillaryClinton,89.75,2.5,16.2285714286,1.9,4.47,2.5,8.5
7.80577128005964E+017,2016-09-27 01:17:44,"Economists project that Trumps plans would add more than $5,000,000,000,000 to the national debt. That's ""trillion"" with a ""T.""",HillaryClinton,95.67,2.3,14.2210526316,10.4,14.24,4.25,7.43
7.80576523040489E+017,2016-09-27 01:15:20,"Every time Trump makes a show of railing against outsourcing, remember the countries he shipped jobs and profits to:",HillaryClinton,60.65,9.5,28.5473684211,12.4,12.65,8.5,12.06
7.80576124023763E+017,2016-09-27 01:13:45,"Having a small business owner for a dad may not get you multi-million-dollar bailouts, but it does teach you the value of hard, honest work.",HillaryClinton,71.48,9.5,21.6,12.9,9.93,13.5,8.67
7.80540877047341E+017,2016-09-26 22:53:41,"You didnt blame Little John or Meat Loaf. You fired Gary Busey. These are the kinds of decisions that would keep me up at night.""",HillaryClinton,96.89,1.8,13.32,2.5,5.01,3.1666666667,7.21
7.80468127322739E+017,2016-09-26 18:04:36,These headlines on Trump's lies are from just one week of his campaign. Imagine four years of his presidency.,HillaryClinton,70.29,5.8,14.2210526316,5.9,8.73,4.25,7.43
7.80461537932771E+017,2016-09-26 17:38:25,Everything you need to know before watching tonight's debate: ,HillaryClinton,45.42,9.2,27.8222222222,10.8,15.11,4.5,12.86
7.80394697068048E+017,2016-09-26 13:12:49,Not a single living president has endorsed Donald Trump.,HillaryClinton,62.34,6.8,27.8222222222,8.2,11.86,3.5,12.86
7.80386445844423E+017,2016-09-26 12:40:02,Trump can't win tonight's debate by lying to the American people.,HillaryClinton,68.77,6.4,20.9454545455,7.6,10.54,5.5,9.92
7.80214115088241E+017,2016-09-26 01:15:15,"When we come together, there's no problem we can't solve and no divide we can't heal.",HillaryClinton,72.16,7.2,18.4,7.2,7.83,7,8.38
7.80207878229598E+017,2016-09-26 00:50:28,"Today, the sacrifices of Gold Star families weigh heavier on my mind. Thank you. I will fight to get you the care and benefits you deserve. ",HillaryClinton,83.66,4.8,16.4307692308,5.7,7.24,6,7.93
7.80169819379343E+017,2016-09-25 22:19:14,"59 years ago, 9 brave students integrated Central High School, changing the course of history. Let's recommit to finishing their work. ",HillaryClinton,69.28,6.2,21.4380952381,9.4,12.73,4.75,10.17
7.80152733240136E+017,2016-09-25 21:11:20,Imagine Donald Trump sitting in the Situation Room making life or death decisions on behalf of the United States.,HillaryClinton,52.19,10.7,28.5473684211,11.6,11.72,8.5,12.06
7.80133767063147E+017,2016-09-25 19:55:58,"""[Hillary] is one of the most qualified people ever to run for the office, and she easily earns our endorsement. ",HillaryClinton,59.64,9.9,24,10.5,9.69,11,10.16
7.80122716338651E+017,2016-09-25 19:12:04,Our veterans and their families deserve a president who doesn't disrespect and disparage their sacrifices.,HillaryClinton,30.87,12.7,26.6666666667,14.9,17.68,7.5,11.75
7.80107005793071E+017,2016-09-25 18:09:38,7 ways Hillary's policies would help you in your daily life:,HillaryClinton,94.15,2.9,17.3090909091,5.5,7.93,4.5,8.49
7.80081425714336E+017,2016-09-25 16:27:59,Gold Star families have made sacrifices most of us can't even fathom. They deserve our respect and our thanks.,HillaryClinton,70.29,5.8,18.4315789474,6.1,9.02,4.25,9.09
7.80064257631289E+017,2016-09-25 15:19:46,Not one living president has said they believe Donald Trump has what it takes to be Commander-in-Chief.,HillaryClinton,62.68,8.7,22.9176470588,11.2,12.12,8.5,10.05
7.80047067389518E+017,2016-09-25 14:11:28,Meet three women who inspired Hillary to become the person she is today: ,HillaryClinton,66.74,7.2,25.6615384615,6.8,8.63,5.5,11.57
7.79801578723217E+017,2016-09-24 21:55:59,"""I thought, this womanI want to ride with her."" Roxie, a Republican and small business owner, on meeting",HillaryClinton,70.8,5.6,16.7111111111,5.8,8.96,4,8.47
7.79788945953591E+017,2016-09-24 21:05:47,Hillary's been fighting for women and girls her entire careerand she's just getting started.,HillaryClinton,65.73,7.6,27.6,12.1,14.84,6,12.23
7.79756206231617E+017,2016-09-24 18:55:41,We know all too well who Donald Trump is. Let's make sure he never becomes president: ,HillaryClinton,80.28,4.1,15.2,3.2,6.05,3,7.98
7.79703224458744E+017,2016-09-24 15:25:09,Donald Trump doesn't see people like Anastasiahe only sees disability.,HillaryClinton,27.49,11.9,26,12.3,16.62,6,12.03
7.7947388291072E+017,2016-09-24 00:13:50,"If the young women of this country have Donald Trump as their president, what will they think of themselves?",HillaryClinton,77.57,7.2,20.1263157895,10.4,10.21,8.5,8.73
7.79464482984698E+017,2016-09-23 23:36:29,"Republicans are once again turning their backs on the people of Flint who have waited far too long for help. It's wrong, unfair, and unjust.",HillaryClinton,84.17,4.6,18.2,6.7,8.74,5.75,8.68
7.7944599498761E+017,2016-09-23 22:23:01,"""Donald Trump committed perjury. Or he looked into the faces of the Republican faithful and knowingly lied.""",HillaryClinton,62.85,6.6,26.5764705882,8.3,12.03,3.75,12.42
7.79390581369864E+017,2016-09-23 18:42:49,Charlotte should release police video of the Keith Lamont Scott shooting without delay. We must ensure justice and work to bridge divides. ,HillaryClinton,60.31,7.6,26.4,9.1,12.39,4.5,12.08
7.79320180891615E+017,2016-09-23 14:03:04,"When Donald Trump speaks about women, our daughters can hear him.",HillaryClinton,94.15,2.9,20.9454545455,7.6,10.54,4.5,9.92
7.79288660067824E+017,2016-09-23 11:57:49,Is this the president we want for our daughters?,HillaryClinton,96.18,2.1,14.4888888889,4,6.7,3.5,7.59
7.79145074831663E+017,2016-09-23 02:27:16,Our favorite moments from Hillary's appearance on Between Two Ferns  ,HillaryClinton,44.41,9.6,26,10.9,14.88,4,12.03
7.79106750133838E+017,2016-09-22 23:54:58,"""I really regret doing this."" Hillary on Between Two Ferns",HillaryClinton,83.32,2.9,20,4.1,6.7,1.5,10.2
7.79094002805183E+017,2016-09-22 23:04:19,Let's make sure nobody who works full-time in America has to live in poverty. ,HillaryClinton,48.81,9.9,19.0285714286,7.1,8.63,7,8.84
7.79066671067763E+017,2016-09-22 21:15:43,Donald Trump's ties to Russia may conflict with America's interestsbut they're great for his bottom line.,HillaryClinton,63.7,8.4,23.4,13,15.02,9,10.35
7.79058340315951E+017,2016-09-22 20:42:37,Very concerned about the outage in Puerto Rico and the millions of families who don't have power. Hoping it's restored quickly. ,HillaryClinton,60.82,7.4,29.0571428571,7.8,10.82,4.25,13.18
7.79055195607167E+017,2016-09-22 20:30:07,The man who could be your next president may be deeply indebted to another country. Do you trust him to run ours?,HillaryClinton,94.15,2.9,15.4909090909,3.8,5.78,4.5,7.77
7.79038725128856E+017,2016-09-22 19:24:40,Most people who are bullies grow out of it.  Donald Trump hasn't.,HillaryClinton,99.23,0.9,14.4,2.4,4.8,2,7.88
7.79016565475963E+017,2016-09-22 17:56:37,"""Donald Trump doesn't see people like me, he only sees disability. I honestly feel bad for someone with so much hate in his heart.""",HillaryClinton,76.22,5.6,16.8,5.8,7.93,5.5,8.18
7.78985572215955E+017,2016-09-22 15:53:27,Donald Trump is really good at spending other people's moneyon: Legal settlements. Payoffs. Portraits of himself.,HillaryClinton,71.82,5.2,30.2,11.4,16.14,3,13.9
7.7876086216944E+017,2016-09-22 01:00:32,"No child should ever have to grow up in poverty, yet far too many do. We have to do better. Here's how:",HillaryClinton,94.15,2.9,15.4909090909,1.6,3.17,4.5,7.77
7.78755177310487E+017,2016-09-22 00:37:57,"""You would think there is almost, like, something wrong."" Donald Trump on Mitt Romney failing to release his tax returns, 2012",HillaryClinton,86.2,3.8,19.5333333333,7.6,10.53,4.25,9.42
7.78747606864306E+017,2016-09-22 00:07:52,Going to bat for kids who are too often counted out has always been a priority for Hillary.,HillaryClinton,78.59,6.8,20.3111111111,6.9,6.26,8,8.92
7.78713373873701E+017,2016-09-21 21:51:50,We need a president who sees the best in all of us.,HillaryClinton,101.59,2.1,10.1333333333,0.3,1.15,5,5.55
7.78673342404502E+017,2016-09-21 19:12:46,We believe that everyone has value. We believe that everyone's created equal. We believe that love trumps hate.,HillaryClinton,56.93,6.8,15.5111111111,6.2,9.44,2.3333333333,8.32
7.78672847610839E+017,2016-09-21 19:10:48,We'll make our economy and country more welcoming to people with disabilities. We all win when everyone gets to share in America's promise.,HillaryClinton,51.34,9,20.5130434783,8.3,11.06,6.25,9.7
7.78672424128811E+017,2016-09-21 19:09:07,"The ultimate test of our society is how we treat our fellow human beings, especially those who we have previously left behind.",HillaryClinton,57.61,10.7,23.5272727273,12,10.39,12,9.75
7.78671551298298E+017,2016-09-21 19:05:39,Americans with disabilities deserve the chance to work alongside those without disabilitiesto do the same jobs for the same pay and benefits.,HillaryClinton,23.77,15.4,23.5272727273,15.2,14.33,14,9.75
7.78671261819994E+017,2016-09-21 19:04:30,"Weve got to build an economy that welcomes people with disabilities, values their work, rewards them fairly, and treats them with respect.",HillaryClinton,57.61,10.7,25.3454545455,14.6,13.58,13,10.47
7.78670985516048E+017,2016-09-21 19:03:24,Over 60% of adults with disabilities arent in the workplace. We have to fix that.,HillaryClinton,80.78,3.9,18.3333333333,3.4,6.28,3.25,9.27
7.78670110319972E+017,2016-09-21 18:59:55,None of us gets through life alone. We all have to look out for each other and lift each other up.,HillaryClinton,94.66,2.7,10.0095238095,1.3,2.76,4.25,5.66
7.78667640646697E+017,2016-09-21 18:50:07,"Building an inclusive economy is another reason weve got to break down systemic racism, including under-investment in communities of color.",HillaryClinton,17.34,15.8,32,16.8,17.52,13,13.31
7.78667376686559E+017,2016-09-21 18:49:04,"When we leave people out or write them off, we not only shortchange them and their dreams, we shortchange our country and our future.",HillaryClinton,72.5,9.1,19.9333333333,12.1,9.58,12,8.12
7.78666930781692E+017,2016-09-21 18:47:17,"In America, every person, no matter what you look like or who you are, should have the chance to go as far as your dreams will take you.",HillaryClinton,68.44,10.7,18.9142857143,10.9,5.58,15,7.28
7.78666439540634E+017,2016-09-21 18:45:20,"We need to come together to turn the tide, stop violence, build trust, and give all our kids the chance to grow up safe and healthy.",HillaryClinton,78.93,8.7,17.0153846154,11,6.91,13,6.75
7.78666108853313E+017,2016-09-21 18:44:01,We've also seen the targeting of police officersbut so many serve every day with courage and honor and are committed to reform.,HillaryClinton,40.69,13.1,28.9818181818,12.3,10.68,12,11.9
7.78665779906671E+017,2016-09-21 18:42:43,"We have two names to add to a long list of African Americans killed by police officers. Its unbearable, and it needs to become intolerable.",HillaryClinton,50.33,9.3,21.4,6.5,8.51,6.75,9.94
7.7866547607126E+017,2016-09-21 18:41:31,Live from Orlando: Watch Hillary share her plan for building an inclusive economy that helps everyone get ahead ,HillaryClinton,36.28,12.7,24.7555555556,12.2,12.7,9,10.67
7.78644136954036E+017,2016-09-21 17:16:43,Every student should be able to graduate from college without taking on any debt. ,HillaryClinton,57.27,8.8,30.4571428571,8.5,10.32,6,13.35
7.78604976516002E+017,2016-09-21 14:41:06,Keith Lamont Scott. Terence Crutcher. Too many others. This has got to end. ,HillaryClinton,92.49,1.4,19.1046153846,3.6,5.52,1.1666666667,9.92
7.78431365884834E+017,2016-09-21 03:11:14,Have student debt?  Planning for college? See how much money Hillary's plan would save you: ,HillaryClinton,83.32,2.9,17.3333333333,4.9,7.69,1.5,9.15
7.78423145648755E+017,2016-09-21 02:38:34,FACT: Donald Trump used his charitable foundation to purchase *multiple* six-foot-tall paintings of himself.,HillaryClinton,31.89,12.3,33.3142857143,17.6,21.51,7,14.48
7.78414941376246E+017,2016-09-21 02:05:58,"A real headline about the Republican nominee: ""Trump used $258,000 from his charity to settle legal problems.""",HillaryClinton,54.22,9.9,29.9764705882,13.1,14.5,8.5,12.84
7.78398968225079E+017,2016-09-21 01:02:30,"Four months from today, our next president will walk into the Oval Office. Help make sure it's not Donald Trump:",HillaryClinton,78.25,4.8,18,5.5,8.21,4,8.87
7.78387742820565E+017,2016-09-21 00:17:54,"On this day in 1973, tennis champion Billie Jean King defeated Bobby Riggs in the Battle of the Sexes.",HillaryClinton,86.03,6,22.2315789474,8.9,8.36,8.5,9.57
7.78339633763644E+017,2016-09-20 21:06:44,"Help get out the vote for Hillary (plus, get a free sticker when you sign up!):",HillaryClinton,97.53,3.6,13.4,5.4,5.62,7,6.4
7.78330554102079E+017,2016-09-20 20:30:39,Trumps calls to torture and mistreat prisoners go against the very values we are fighting to defend. Were better than this.,HillaryClinton,69.28,6.2,23.3428571429,6.9,9.66,4.25,10.92
7.78324154269459E+017,2016-09-20 20:05:13,Donald hasn't given his own money to the Trump Foundation since 2008but it's still paying his bills.,HillaryClinton,88.06,5.2,18.2117647059,10.3,11.08,7.5,8.19
7.78272551659147E+017,2016-09-20 16:40:10,Donald Trump is using his foundationfunded by other people's moneyto settle lawsuits.,HillaryClinton,42.38,10.3,33.4666666667,13.6,17.62,6,14.76
7.78036983558005E+017,2016-09-20 01:04:06,"""You want to give me a good send-off? Go vote. Barack Obama: ",HillaryClinton,84.68,4.4,16.8,3.8,5.5,5,8.18
7.7802328876118E+017,2016-09-20 00:09:41,Nobody in America should have to forgo a higher education because they can't afford it.,HillaryClinton,47.79,10.3,26.6666666667,9,10.37,8.5,11.75
7.7800796300918E+017,2016-09-19 23:08:47,Barack Obama said progress is on the ballot this November. This economic data shows hes right.,HillaryClinton,71.82,5.2,22.7,5.8,9.3,3.5,10.94
7.7799834355329E+017,2016-09-19 22:30:34,America has never made progress by thinking one person alone can fix our problems.,HillaryClinton,48.81,9.9,27.6,8.8,10.72,7,12.23
7.77980962877665E+017,2016-09-19 21:21:30,"""Everyone who wants to go to college should be able to without drowning in debt.""",HillaryClinton,73.17,6.8,21.3333333333,7.1,8.05,6.5,9.64
7.77966037908222E+017,2016-09-19 20:22:12,Be a voter. Check your registration and help your friends do the same  ,HillaryClinton,98.72,1.1,10.7538461538,2.4,5.16,2.75,6.39
7.77946240390668E+017,2016-09-19 19:03:31,"Lets make clear that love trumps hatenot just this November, but always.",HillaryClinton,76.22,5.6,16.8,8.5,11.3,5,8.18
7.77936395319009E+017,2016-09-19 18:24:24,Find out how much Hillary's college plan will save you: ,HillaryClinton,78.25,4.8,14,5.2,7.92,4,7.29
7.77917942180774E+017,2016-09-19 17:11:05,"""The lesson she passed on to me was simple but powerful: No one gets through life alone."" Hillary on her mom",HillaryClinton,77.74,5,17.6285714286,3.6,5.54,4.25,8.67
7.7791545418675E+017,2016-09-19 17:01:11,"When we work together, we will trump hate.",HillaryClinton,105.66,0.5,10.2,3.2,6.05,3,6.01
7.77913541445771E+017,2016-09-19 16:53:35,We have to stand up to this hate. We have to send a clear message:  America is better than this. America is better than Donald Trump.,HillaryClinton,79.56,4.3,11.6338461538,2.3,4.54,4,6.5
7.77913311459418E+017,2016-09-19 16:52:41,"We're facing a candidate with a history of discrimination in his businesses, who retweets white supremacists, and led the birther movement.",HillaryClinton,33.24,13.8,27.5428571429,15.8,15.61,13.5,11.45
7.779131077086E+017,2016-09-19 16:51:52,"In a democracy, if you want to help the greatest number of people, you have to push for reform from both the outside-in and the inside-out.",HillaryClinton,70.47,9.9,23.1692307692,12.2,8.42,14,9.18
7.77912462335173E+017,2016-09-19 16:49:18,"Simply caring is not enough. To drive real progress, you have to change both hearts and laws.",HillaryClinton,88.23,3.1,14.8117647059,4.2,6.92,3.25,7.77
7.77910489170973E+017,2016-09-19 16:41:28,"When Americans get knocked down, we get right back up again. We refuse to quitno matter what.  Thats the spirit we need in this election.",HillaryClinton,88.43,3,18.12,3.8,6.63,3.5,9.1
7.77909915268551E+017,2016-09-19 16:39:11,We have a Republican nominee for president who incites hatred and violence like weve never seen before.,HillaryClinton,37.3,12.3,27.6235294118,11.2,12.12,8.5,11.91
7.77909432403497E+017,2016-09-19 16:37:16,College should be tuition-free for working families and debt-free for everyone:,HillaryClinton,51.85,8.8,24.5818181818,13.6,17.9,4.5,11.36
7.77909201481916E+017,2016-09-19 16:36:21,"If you work hard, you should be able to find a good job that pays well and lets you do what you love and make your mark on the world.",HillaryClinton,91.79,7.9,15.3333333333,9.9,3.44,15,2.01
7.77909084955763E+017,2016-09-19 16:35:53,"We can build a cleaner, more resilient electrical grid with enough renewable energy to power every home in the country.",HillaryClinton,42.72,12.3,28,12.1,11.72,12,11.73
7.7790891897045E+017,2016-09-19 16:35:13,Its wrong to tear each other down. Its wrong to let income inequality get worse. Its wrong to put a loose cannon in charge.,HillaryClinton,88.74,2.9,11.8666666667,2.2,4.83,3.3333333333,6.66
7.77908689227354E+017,2016-09-19 16:34:19,This election isnt a reality TV show. It shouldnt be about birth certificates or name-calling or stunts to get on cable news.,HillaryClinton,77.23,5.2,17.3090909091,6.3,8.97,5.5,8.49
7.77908063265251E+017,2016-09-19 16:31:49,"You want something to vote for, not just against: Optimism, not resentment. Answers, not anger. Ideas, not insults. Bridges, not walls.",HillaryClinton,74.66,4.1,21.2228571429,7,10.36,1.625,10.66
7.77903138221109E+017,2016-09-19 16:12:15,Im Hillary Clinton and Ive always approved this message.,HillaryClinton,53.88,8,27.8222222222,8.2,11.86,3.5,12.86
7.77896080080003E+017,2016-09-19 15:44:12,"This threat is real, but so is our resolve. Americans will not cower. We will prevail.",HillaryClinton,91.48,1.8,14.12,2.1,4.33,2,7.85
7.77880745939444E+017,2016-09-19 14:43:16,Our next president needs to have the right temperament to meet the challenges we face.,HillaryClinton,73.17,6.8,16,8.7,9.97,7.5,7.54
7.77876269270704E+017,2016-09-19 14:25:29,"What Ive laid out is a path forward that will keep us saferand go after the terrorists to finally destroy them""",HillaryClinton,75.54,7.9,21.8285714286,9.5,7.83,10.5,9.19
7.77875261928927E+017,2016-09-19 14:21:29,Im the only candidate in this race whos been part of the hard decisions to take terrorists off the battlefield.,HillaryClinton,68.1,8.7,20,10.2,9.4,9,8.58
7.77873693745811E+017,2016-09-19 14:15:15,"""Let us be vigilant, but not afraidwe choose resolve, not fear. We will not turn on each other or undermine each other.",HillaryClinton,77.23,5.2,17.3090909091,5,7.35,4.5,8.49
7.77873205310677E+017,2016-09-19 14:13:18,"""Like all Americans, my thoughts are with those who were wounded, their families, and our first responders Hillary on this weekends attacks",HillaryClinton,49.15,11.9,23.5272727273,14.8,13.81,12,9.75
7.77673718982185E+017,2016-09-19 01:00:37,"Congratulations on your Emmy, Kate! Big fan of yours, too.",HillaryClinton,83.32,2.9,12,4.1,6.7,2,7.04
7.77664718848745E+017,2016-09-19 00:24:51,"""Progress is on the ballot. Tolerance is on the ballot. Democracy is on the ballot. Justice is on the ballot.""",HillaryClinton,74.86,4.1,16,2.5,4.67,1.75,8.62
7.77650431963107E+017,2016-09-18 23:28:05,"Next week, Hillary will walk on stage for the first presidential debate. Chip in now for the chance to be there:",HillaryClinton,86.2,3.8,11.9142857143,4.4,6.64,4.75,6.41
7.77630082378691E+017,2016-09-18 22:07:13,It wasn't so long ago that women faced and took down barriers that can seem ridiculous now. ,HillaryClinton,79.6,6.4,20.5647058824,7.8,8,8.5,9.12
7.77618304332628E+017,2016-09-18 21:20:25,"""I strongly condemn the apparent terrorist attacks in Minnesota, New Jersey, and New York.""",HillaryClinton,57.27,8.8,27.6,11.8,14.43,7,12.23
7.77613325299356E+017,2016-09-18 21:00:38,"Joel Sollender, WWII veteran and POW, on what it means when he hears Trump insult our vets.",HillaryClinton,88.06,5.2,15.8588235294,7.8,8,7.5,7.27
7.77552290441859E+017,2016-09-18 16:58:06,So what exactly is Donald Trump hiding from voters? Pretty much everything.,HillaryClinton,65.39,5.6,24.4,6.7,10.08,2.5,11.83
7.77540558210396E+017,2016-09-18 16:11:29,We have to face the world as it is but commit ourselves to turning it into what it should be.,HillaryClinton,85.02,6.4,18,6,4.18,9,7.79
7.77521877535322E+017,2016-09-18 14:57:15,"In a normal election, these 126 things would disqualify Trump from becoming president:",HillaryClinton,58.28,8.4,22.5846153846,11.9,14.83,6.5,10.35
7.77315293936882E+017,2016-09-18 01:16:22,"""Im going to close my campaign the way I began my careerfocused on opportunities for children and fairness for families.""",HillaryClinton,51.18,11.1,24,12.6,12.3,12,10.16
7.77294443724497E+017,2016-09-17 23:53:31,"This year, Janelle beat breast cancer with the support of her family, friends, and a presidential candidate.",HillaryClinton,62.68,8.7,22.9176470588,12.6,13.8,8.5,10.05
7.77283365355553E+017,2016-09-17 23:09:30,So how exactly did Donald Trump build his own bank account? On the backs of American taxpayers:,HillaryClinton,88.23,3.1,17.1647058824,4.7,7.62,3.75,8.7
7.77254015734321E+017,2016-09-17 21:12:52,Trump went to Flint to draw attention to the city's lead poisoning crisisbut he just made a spectacle of himself.,HillaryClinton,68.1,8.7,22,10.7,9.98,9,9.37
7.77233144093311E+017,2016-09-17 19:49:56,Let's be clear: Nothingincluding an auditis preventing Trump from releasing his tax returns.,HillaryClinton,49.82,9.5,22.5846153846,14,17.5,6.5,10.35
7.77224189107401E+017,2016-09-17 19:14:21,Any of these examples proves that Donald Trump is unfit to be president.,HillaryClinton,66.74,7.2,25.6615384615,6.8,8.63,5.5,11.57
7.77177731536597E+017,2016-09-17 16:09:45,"Hillary's been her childhood pen pal, her graduation cheering section, and her friend. Meet Aleatha:",HillaryClinton,73.17,6.8,24,13.1,15.36,6.5,10.7
7.77144008044847E+017,2016-09-17 13:55:44,"9 times Donald Trump accused Hillary of doing the terrible things he, himself, actually did:",HillaryClinton,64.71,8,26.6666666667,10.6,12.29,6.5,11.75
7.77124713575379E+017,2016-09-17 12:39:04,Its time for Donald Trump to be held to the same standard of disclosure as any other major party nominee.,HillaryClinton,68.1,8.7,26,8.8,7.66,9,10.94
7.76947295896084E+017,2016-09-17 00:54:04,It's great to be back on the campaign trail.,HillaryClinton,113.1,-0.3,10.0444444444,1.9,4.14,3.5,5.84
7.76932768081031E+017,2016-09-16 23:56:21,The brave men and women who have served our country deserve better than Donald Trump.,HillaryClinton,73.17,6.8,24,8.3,9.56,6.5,10.7
7.76920011789234E+017,2016-09-16 23:05:39,126 things Donald Trump has said and done that should disqualify his candidacy:,HillaryClinton,75.2,6,16.4307692308,9.3,11.7,7.5,7.93
7.76907829022196E+017,2016-09-16 22:17:15,"Trump's habit of projecting his actions onto someone else is what 6-year-olds call ""I know you are, but what am I?""",HillaryClinton,75.54,7.9,21.8285714286,10.4,8.94,10.5,9.19
7.7689856700484E+017,2016-09-16 21:40:27,Donald Trump has spent years peddling lies about President Obama. And that didn't stop today.,HillaryClinton,80.78,3.9,21,7.1,10.92,2.75,10.32
7.76857325625745E+017,2016-09-16 18:56:34,"On National Prisoners of War Remembrance Day, a POW shares what it means when Trump insults veterans.",HillaryClinton,62.68,8.7,22.9176470588,10.6,11.42,7.5,10.05
