ID,Created_At,Text,Author,Flesch_Readability,Flesch_Grade,Gunning_FOG_Score,Automated_Readability_Index,Coleman_Liau_Index,Linsear_Write_Score,Dale_Chall_Readability
7.86570507634127E+017,2016-10-13 14:13:17,NEWS: Senators Ask President to Halt Construction of Dakota Access Pipeline,SenSanders,43.39,9.9,28.2181818182,11.9,15.81,4.5,12.79
7.86267943336186E+017,2016-10-12 18:11:00,When I was a kid I learned every day what a lack of money means to a family. That's a lesson I have never forgotten and never will forget.,SenSanders,82.14,5.4,18.8344827586,3.7,4.11,6.25,8.71
7.86242526688588E+017,2016-10-12 16:30:00,No one deserves the indignity of a starvation wage. We can and must do much better by raising the minimum wage.,SenSanders,69.28,6.2,17.6285714286,4.2,6.35,4.75,8.67
7.86207282090553E+017,2016-10-12 14:09:57,"Lots of hate is being generated against Muslims in America. If we stand for anything, we must stand together to fight discrimination.",SenSanders,60.31,7.6,19.1272727273,8,11.06,6,9.21
7.85981053135491E+017,2016-10-11 23:11:00,"Quite simply, in our high-priced health care system, we spend more yet end up with less.",SenSanders,80.62,6,15.9,8,8.87,7,7.39
7.85955170488168E+017,2016-10-11 21:28:09,"In a single year Valeant hiked up the price more than 2,700%. We must bring their greed to an end.",SenSanders,103.62,1.3,12,2.2,4.15,4,6.5
7.85954699111301E+017,2016-10-11 21:26:17,"While kids in Flint are poisoned by lead, Valeant charges $27,000 for the leading treatment.",SenSanders,81.63,5.6,24,10.6,12.29,6.5,10.7
7.85948338738856E+017,2016-10-11 21:01:00,29 of America's highest paid CEOs in 2013 had salaries higher than what their entire companies paid in federal income tax.,SenSanders,58.62,10.3,25.6380952381,12,10.91,11.5,10.69
7.85943832382755E+017,2016-10-11 20:43:06,Jane and I are deeply saddened by this tragedy and offer our condolences to the families and the entire Harwood Union High School community.,SenSanders,38.66,13.8,28.2666666667,13.6,11.32,14,11.41
7.85933117852819E+017,2016-10-11 20:00:31,Those concerned about the cost of transitioning to renewable energy should truly fear the cost of failing to do so as soon as possible.,SenSanders,55.58,11.5,24.9333333333,12.6,10.1,14,10.09
7.85865904869573E+017,2016-10-11 15:33:27,Students who study hard get hit with insurmountable debt while bankers who crashed the economy get a bailout. Thats unacceptable.,SenSanders,42.72,12.3,28,14.5,14.62,13,11.73
7.85181535154664E+017,2016-10-09 18:14:00,"I think the evidence is overwhelming that trickle-down economics is a fraud. It works for the very wealthy, not working families.",SenSanders,60.82,7.4,21.4380952381,8.3,11.34,5.25,10.17
7.85143535678915E+017,2016-10-09 15:43:00,"When the Founding Fathers wrote the Constitution, Im pretty sure they werent thinking Lets make sure billionaires can buy elections.",SenSanders,42.72,12.3,26,15.2,15.49,12,10.94
7.85108741603652E+017,2016-10-09 13:24:45,"As Texas' largest insurer eliminated plans and raised rates, its parent company gave out $48 million in bonuses.",SenSanders,44.75,11.5,31.4222222222,12.4,13.05,9,13.3
7.84894392142221E+017,2016-10-08 23:13:00,I've met so many people with dreams of progress and opportunity. But that cant happen in an economy that funnels all wealth to the top.,SenSanders,75.71,5.8,18.2,5.7,7.58,6.25,8.68
7.84856391693509E+017,2016-10-08 20:42:00,"Change happens when people rise up and say, This is not the world in which we want to live.",SenSanders,94.49,4.8,13.8105263158,6.2,4.99,8.5,6.24
7.84820405316051E+017,2016-10-08 18:19:00,We are living in a nation which worships wealth rather than caring for the poor. I don't think that is the nation we should be living in.,SenSanders,91.61,3.8,14.8074074074,4.7,5.97,5.75,7.23
7.84792973926142E+017,2016-10-08 16:30:00,Young people are our future. It doesn't do us any good to discourage them from attending college with massive tuition costs.,SenSanders,69.28,6.2,21.4380952381,7.1,9.95,4.25,10.17
7.84759710226456E+017,2016-10-08 14:17:49,Heres a crazy idea  lets put more money into jobs and education instead of paying to incarcerate millions of our people.,SenSanders,50.16,11.5,29.4476190476,11.3,10.04,12.5,12.2
7.84521434722742E+017,2016-10-07 22:31:00,"Taxpayers in America subsidize CEO bonuses and corporate profits stashed overseas. To me, that is just plain wrong.",SenSanders,53.88,8,23.3777777778,8.7,12.5,4,11.1
7.84499038125191E+017,2016-10-07 21:02:00,"We need a tax code that asks the wealthy, like Donald Trump, to pay their fair share and stop burdening the middle class.",SenSanders,81.97,7.5,18.1565217391,10.3,7.96,11.5,7.52
7.84456003844575E+017,2016-10-07 18:11:00,"Corporations may dodge their taxes legally, but that doesnt mean its acceptable for taxpayers to have to shoulder the burden.",SenSanders,59.64,9.9,24,13.5,13.46,12,10.16
7.84431091058749E+017,2016-10-07 16:32:00,Corporate profits stashed overseas cost the U.S. $717 billion enough to pay off the federal deficit with $127 billion left over.,SenSanders,69.28,6.2,23.3428571429,8,11.05,4.25,10.92
7.8440637884475E+017,2016-10-07 14:53:48,The drug industrys greed truly knows no endPfizer stashes $193 billion offshore to avoid $40 billion in taxes.,SenSanders,70.13,7.9,26.9777777778,11.9,12.41,8,11.55
7.84405840518406E+017,2016-10-07 14:51:40,Nike holds $10.7 billion overseas to avoid $3.6 billion in taxes.,SenSanders,93.1,1.2,18.0254545455,4,5.21,0.8333333333,9.56
7.84404142240457E+017,2016-10-07 14:44:55,"Citigroup hides $45.2 billion offshore, avoiding $12.7 billion in taxes.",SenSanders,68.13,4.6,27.32,9.9,11.86,0.6666666667,13.27
7.84403774144217E+017,2016-10-07 14:43:27,"Apple keeps $214.9 billion in profits offshore, avoiding $65.4 billion in taxes.",SenSanders,84.34,2.5,23.6,7.7,10.15,1,11.73
7.84395858468966E+017,2016-10-07 14:12:00,Its not just Donald Trump who doesnt pay his fair share in taxes. 73% of Fortune 500 companies stash profits overseas to avoid taxes.,SenSanders,84.68,4.4,18.4666666667,6.1,8.4,5,8.84
7.84174146745958E+017,2016-10-06 23:31:00,I cannot believe that children in America in 2016 are being poisoned because our infrastructure is collapsing.,SenSanders,37.3,12.3,27.6235294118,13.1,14.5,10.5,11.91
7.84136650733523E+017,2016-10-06 21:02:00,Democracy is not about cowardly Republican governors and legislatures trying to suppress the vote.,SenSanders,31.89,12.3,27.6,14.2,17.33,9,12.23
7.84097391368475E+017,2016-10-06 18:26:00,What we are seeing as a result of Citizens United is billionaires literally trying to buy the U.S. government.,SenSanders,52.19,10.7,22.2315789474,10.9,10.79,11.5,9.57
7.84068452151624E+017,2016-10-06 16:31:00,Fraud at big banks:  Bank of America   Wells Fargo  Goldman Sachs It's about time to break up these big banks.,SenSanders,76.56,7.6,18,9.1,7.95,11,7.79
7.84055612812497E+017,2016-10-06 15:39:59,"We are going to change national priorities to make the government work for us, not jut big corporations.",SenSanders,61.67,9.1,18.0888888889,10.3,10.44,9,8.04
7.83759163633512E+017,2016-10-05 20:02:00,I am tired of seeing unarmed African Americans shot in cold blood.,SenSanders,67.76,6.8,20.1333333333,6.1,8.4,6,9.5
7.83746552422597E+017,2016-10-05 19:11:54,"When the pharmaceutical industry is scared, we are doing something right.",SenSanders,51.85,8.8,20.9454545455,11.1,14.77,5.5,9.92
7.83737019482735E+017,2016-10-05 18:34:01,The pharmaceutical industry is the biggest bunch of crooks in this country.,SenSanders,67.76,6.8,20.1333333333,9.7,12.75,6,9.5
7.83721914615403E+017,2016-10-05 17:33:59,Looking for a paid internship with Bernie Sanders? Apply now:,SenSanders,78.25,4.8,22,8.1,11.4,4,10.45
7.83708833009066E+017,2016-10-05 16:42:01,The disastrous Citizens United decision enables billionaires to spend as much as they want to sway elections. That's not democracy.,SenSanders,52.87,8.4,22,9.9,13.72,5,10.45
7.83694349796344E+017,2016-10-05 15:44:27,It is clear we must significantly reform FISA to prevent wholesale spying on the American people.,SenSanders,46.78,10.7,25.9,10.7,12.12,11,11.34
7.83694048662065E+017,2016-10-05 15:43:16,Requiring companies to spy on their customers is clearly unacceptable and unconstitutional.,SenSanders,17,13.9,26.8,16,20.52,7,12.13
7.83685473550164E+017,2016-10-05 15:09:11,Its insane that Walmart costs taxpayers $6.2 billion every year in public assistance programs by not paying their workers a living wage.,SenSanders,77.23,5.2,24.5818181818,8.7,11.87,4.5,11.36
7.83406121075765E+017,2016-10-04 20:39:08,NEWS: Sanders Announces Bill to Close Tax Loopholes Used by Trump,SenSanders,68.77,6.4,20.9454545455,7.6,10.54,4.5,9.92
7.83369092073828E+017,2016-10-04 18:12:00,"If the Walton family of Walmart can receive billions in taxpayer subsidies, maybe it's OK for working people to get paid family leave.",SenSanders,56.59,11.1,26.852173913,13,11.26,11.5,10.96
7.83330085189345E+017,2016-10-04 15:37:00,Over a third of financial executives have seen potentially criminal wrongdoing firsthand. We cant pretend this isnt a problem.,SenSanders,53.37,8.2,24.7473684211,10.1,13.89,4.75,11.59
7.83299943364698E+017,2016-10-04 13:37:14,"""That's the whole foundation of Wells Fargo is cross-sell, cross-sell, cross sell.""",SenSanders,84.68,4.4,20.1333333333,12.8,16.63,5,9.5
7.83294603650753E+017,2016-10-04 13:16:01,"This country, our country, is made up of the sons and daughters of immigrants. We should be very proud of that.",SenSanders,94.66,2.7,13.819047619,4.2,6.35,4.25,7.16
7.83110891621319E+017,2016-10-04 01:06:00,Working people are angry and they have a right to be angry. This economy doesn't work for themit works for the extremely wealthy.,SenSanders,76.72,5.4,20.5130434783,6.2,8.51,5.75,9.7
7.83068111603851E+017,2016-10-03 22:16:01,We need to fundamentally change the way Wall Street does business. We should not risk our economy on casino-style gambling.,SenSanders,61.33,7.2,16,8.1,11.4,5.5,8.08
7.83032877176894E+017,2016-10-03 19:56:00,"Unbelievably, Wall Street today continues corrupt practices that caused the 2008 crash, as though millions of lives werent destroyed.",SenSanders,52.19,10.7,30.6526315789,16.6,17.81,10.5,12.89
7.82996639136965E+017,2016-10-03 17:32:00,The crisis of the moment is America's drift toward oligarchy. It may not get as much press as other issues but it affects all of us greatly.,SenSanders,83.15,5,20.7333333333,5.2,6.6,6.75,9.57
7.82963429917258E+017,2016-10-03 15:20:03,Virtually every Western industrialized country has chosen to end capital punishment. The United States should join them.,SenSanders,37.47,10.1,28.9294117647,11.6,16.14,3.75,13.35
7.82936728940208E+017,2016-10-03 13:33:57,"Wall Street firms have paid hundred of billions of dollars in fines, and yet, somehow not one major executive has been prosecuted.",SenSanders,49.15,11.9,25.3454545455,12.9,11.43,13,10.47
7.82679299258192E+017,2016-10-02 20:31:01,Warren Buffett reminds us over and over again that his effective tax rate is lower than his secretary's. That is absurd.,SenSanders,69.28,6.2,23.3428571429,6.2,8.85,4.75,10.92
7.82648343667221E+017,2016-10-02 18:28:00,"We cannot tolerate, whether its Deutsche Bank, Wells Fargo or Bank of America, the kind of fraudulent activity that we've seen for so long.",SenSanders,55.58,11.5,23.2666666667,13.3,11.03,14,9.43
7.8262484431165E+017,2016-10-02 16:54:38,"The business model of the largest financial institutions in this country and, in fact, around the world is fraud.",SenSanders,69.11,8.3,24.3368421053,11.6,11.72,10.5,10.4
7.81943197626958E+017,2016-09-30 19:46:00,"When Wall Street went broke, they came begging to Congress for help. Now its Wall Streets turn to bail out the middle class.",SenSanders,102.1,1.9,11.8173913043,5.2,7.23,4.75,6.27
7.81921088288743E+017,2016-09-30 18:18:09,I say to the Walton family of Walmart: Get off welfare and start paying your workers a living wage.,SenSanders,77.57,7.2,22.2315789474,8.1,7.43,8.5,9.57
7.81886826634158E+017,2016-09-30 16:02:00,We must rescind the Hyde Amendment and resist attempts by states to erect roadblocks to abortion.,SenSanders,63.7,8.4,28.4,10.7,12.12,7,12.33
7.81862695305904E+017,2016-09-30 14:26:07,We must break up Wells Fargo and other big banks which have assets of nearly $10 trillionequivalent to 60% of our nations economy.,SenSanders,65.05,9.9,23.3739130435,12.2,10.28,13.5,9.58
7.81569320124056E+017,2016-09-29 19:00:21,78% of Americans want government action lower drug prices. We must negotiate drug prices as almost every other major country does.,SenSanders,60.82,7.4,29.0571428571,8.5,11.63,4.75,13.18
7.81562654276088E+017,2016-09-29 18:33:52,You can't call the TPP progressive if it includes a special court for corporations to challenge legitimate policies.,SenSanders,44.75,11.5,24.7555555556,13.5,14.32,11,10.67
7.81524943842312E+017,2016-09-29 16:04:01,The struggle over income and wealth inequality is the struggle over whether all people have the opportunity to live long and healthy lives.,SenSanders,39.67,13.4,26.852173913,14,12.54,13.5,10.96
7.81510558529061E+017,2016-09-29 15:06:51,Its a public health issue to not guarantee paid sick leave for low wage workers who often cant afford to stay home.,SenSanders,74.53,8.3,19.8909090909,9.7,7.49,11,8.32
7.81275549180178E+017,2016-09-28 23:33:00,To the billionaire class we say: You can't get huge tax breaks while children in this country go hungry. Your greed has got to end.,SenSanders,92.63,3.4,15,5,6.66,5.25,7.41
7.81244343080325E+017,2016-09-28 21:29:00,"We need millions of people to stand up and demand that we break up big banks, reinstate Glass Steagall and hold bankers accountable.",SenSanders,73.51,8.7,23.3739130435,12.6,10.74,12.5,9.58
7.81192144300245E+017,2016-09-28 18:01:35,"Public college and university education in America must be tuition-free. We could do it 50 years ago, why the hell can't we do it today?",SenSanders,67.25,7,19.8,5.9,7.82,6.75,9.31
7.8115512517598E+017,2016-09-28 15:34:29,"We have got to make sure that every qualified American in this country who wants to go to college, can go to college  regardless of income.",SenSanders,53.55,12.3,24.7076923077,12.1,8.25,14,9.78
7.80939381410558E+017,2016-09-28 01:17:12,Wall Street wont change until we make it clear that no bank is too big to fail and no CEO is too big to jail.,SenSanders,96.86,6,13.6,7.1,2.74,12.5,1.87
7.80880286527713E+017,2016-09-27 21:22:23,"How did we have so much money available to go to war in Iraq, but somehow Republicans wont send money to Flint?",SenSanders,66.07,9.5,19.8909090909,8.8,6.44,13,8.32
7.80804629735105E+017,2016-09-27 16:21:45,We cannot deny that there is a long history of racial injustice in this country. But what we can do is work to make sure we dont repeat it.,SenSanders,82.14,5.4,17.4551724138,3.9,4.34,6.25,8.17
7.80770030879375E+017,2016-09-27 14:04:16,"At a time of massive wealth inequality, it astonishes me that people on top get huge tax breaks while the middle class struggles to get by.",SenSanders,62.01,11.1,23.1692307692,12.2,8.42,15,9.18
7.80509459999256E+017,2016-09-26 20:48:51,"We need Supreme Court justices who will overturn Citizens United, which allows billionaires like Sheldon Adelson to buy elections.",SenSanders,35.27,13.1,30.6526315789,15.8,16.88,10.5,12.89
7.8018379740493E+017,2016-09-25 23:14:47,"This country, this great country, belongs to all of us. We cannot allow it to be controlled by a handful on top who want it all.",SenSanders,92.12,3.6,16.4307692308,3.7,4.8,5.5,7.93
7.80111884783681E+017,2016-09-25 18:29:01,"How can politicians talk about morality and family values, when we turn our backs on the millions of children and families in poverty?",SenSanders,56.59,11.1,26.852173913,13,11.26,13.5,10.96
7.80040675463139E+017,2016-09-25 13:46:04,"I think it is reasonable to demand that a full time job pay enough to lift a worker out of poverty, not keep them in it.",SenSanders,78.93,8.7,20.0923076923,8.8,4.19,14,7.96
7.79805613173997E+017,2016-09-24 22:12:00,"When the vote of the poor and minorities is suppressed, it becomes that much easier for the ruling class to further rig the system.",SenSanders,72.5,9.1,23.2666666667,11.8,9.12,13,9.43
7.79769625806594E+017,2016-09-24 19:49:00,This country has already seen centuries of racism. The last thing we need is politicians promoting bigotry.,SenSanders,62.85,6.6,21.8705882353,8,11.68,3.75,10.56
7.79733044911538E+017,2016-09-24 17:23:39,My thoughts are with the families and loved ones of those killed last night in Seattle.,SenSanders,72.16,7.2,20.9,7.8,8.52,7,9.36
7.7968884905214E+017,2016-09-24 14:28:02,"It is not acceptable that as workers have become more productive, their wages and benefits have gone down and profits went to those on top.",SenSanders,54.56,11.9,23.2,12.7,9.7,13.5,9.3
7.79415807939998E+017,2016-09-23 20:23:04,"Unless Congress stands up for the middle class that's getting stepped on by the billionaire class, soon there won't be a middle class left.",SenSanders,72.5,9.1,21.6,13.3,11.03,12,8.77
7.79404471034077E+017,2016-09-23 19:38:01,"In this election alone, only 62 donors have given more than $500 million to super PACs. This is what I mean when I talk about oligarchy.",SenSanders,75.2,6,21.0461538462,5.2,6.6,6,9.75
7.79369000824369E+017,2016-09-23 17:17:04,The outrageous behavior at Wells Fargo is exactly the kind of greed that we must rise up and stand against.,SenSanders,76.56,7.6,20,9.3,8.24,9,8.58
7.79344847375372E+017,2016-09-23 15:41:05,People shouldnt be choosing between buying groceries or getting their prescription. Not in this country.,SenSanders,80.78,3.9,23.6666666667,10.6,15.15,2.75,11.38
7.79308521271812E+017,2016-09-23 13:16:44,I worry about how many people have got to die because they can't afford their medication before drugmakers decide to stop ripping us off.,SenSanders,47.12,12.7,29.9333333333,12.9,10.57,13,12.06
7.79104665740902E+017,2016-09-22 23:46:42,"While other nations are guaranteeing health care as a right, we spend more on our military than the next nine nations combined.",SenSanders,57.61,10.7,21.7090909091,12.3,10.68,12,9.03
7.79029436016497E+017,2016-09-22 18:47:45,Republicans' plan to end the estate tax wouldn't help working families. It's a multi-billion dollar tax break for Donald Trump's family.,SenSanders,69.28,6.2,21.4380952381,9.8,13.26,5.25,10.17
7.79009938341433E+017,2016-09-22 17:30:17,Wells Fargos abuse of its customers is not an aberration.,SenSanders,61.33,7.2,22,6.2,9.08,5,10.45
7.7873858454308E+017,2016-09-21 23:32:01,Drug prices have skyrocketed in recent years. Let me know how they have impacted you and your family:,SenSanders,70.8,5.6,16.7111111111,5.1,8.03,4,8.47
7.78699104368984E+017,2016-09-21 20:55:08,"NEWS: Sanders, Warren: Prioritize Life-Saving Drugs, Not Drugmakers Profits",SenSanders,28.5,11.5,32.2666666667,18.1,24.1,4.5,14.61
7.786837116718E+017,2016-09-21 19:53:58,How is Mylan's price gouging impacting patients? Many have to use expired EpiPens because they can't afford new medication.,SenSanders,44.91,9.4,26.8526315789,9.4,13.02,4.25,12.42
7.78682964833997E+017,2016-09-21 19:51:00,A man from Oklahoma pays more than $300 a month for a medicine that was $4 in 2010. He is now disabled because he couldnt afford the drug.,SenSanders,91.11,4,14.7428571429,4.2,5.1,6.5,7.15
7.78682583211057E+017,2016-09-21 19:49:29,"Mark from Plainville, Conn., wrote that his drug for Crohns disease went up from $75 a month to $700 a month and hes worried he may die.",SenSanders,108.53,1.5,11.8444444444,4.5,5.73,5.75,6.06
7.78681576397824E+017,2016-09-21 19:45:29,I would hope my Republican colleagues get their priorities right with respect to lowering the outrageous cost of prescription drugs.,SenSanders,51.18,11.1,24,15.2,15.49,11,10.16
7.78681333539148E+017,2016-09-21 19:44:31,Curing cancer is a far higher priority to our people than repealing the Estate Tax so billionaire families can have even more money.,SenSanders,48.13,12.3,30.3304347826,12.6,10.74,11.5,12.33
7.78678985769099E+017,2016-09-21 19:35:12,"We can import lettuce and tomatoes from farms all over the world, but somehow we cannot re-import brand name prescription drugs from Canada.",SenSanders,56.59,11.1,26.852173913,14.2,12.77,11.5,10.96
7.78652768747844E+017,2016-09-21 17:51:01,"The US spent $374 billion in 2014 on prescription drugs. Thats more than $1,100 per person each year, nearly 40 percent more than Canadians.",SenSanders,101.59,2.1,16.8,7.6,10.14,5,8.18
7.78618290650448E+017,2016-09-21 15:34:01,We must break up Wells Fargo and the other biggest banks which have assets equivalent to nearly 60% of our nations GDP.,SenSanders,82.98,7.2,23.5272727273,10.5,8.53,12,9.75
7.78584816967094E+017,2016-09-21 13:21:00,We have got to end the two-tier justice system in this country  one for the poor and working class and one for Wall Street and the wealthy.,SenSanders,77.91,9.1,21.6888888889,11.6,7.09,13.5,8.48
7.78362105934348E+017,2016-09-20 22:36:01,"Terrence Crutcher's death is an outrage. We've seen far too many people, often African Americans, unarmed, shot and killed by police.",SenSanders,52.36,8.6,27.1523809524,9.2,12.44,4.75,12.43
7.78349826685698E+017,2016-09-20 21:47:14,When I talk about oligarchy this is what I mean. People like Sheldon Adelson should not be able to buy the U.S. Congress.,SenSanders,85.18,4.2,18.7739130435,4.6,6.48,5.25,9.01
7.78339224722543E+017,2016-09-20 21:05:06,Wall Street wont change until we make it clear that no bank is too big to fail and no CEO is too big to jail:,SenSanders,96.86,6,13.6,7.1,2.74,12.5,1.87
7.78333719111303E+017,2016-09-20 20:43:14,"Instead of defending Apple's outrageous offshore tax schemes, Congress should take action to stop corporations from evading US taxes.",SenSanders,35.27,13.1,32.7578947368,16.6,17.81,10.5,13.72
7.78318064727237E+017,2016-09-20 19:41:01,Black Americans today earn even less compared to whites than they did in 1979.,SenSanders,82.65,5.2,21.8857142857,7.4,9.04,7,9.97
7.78247349097431E+017,2016-09-20 15:00:01,This country can no longer afford to tolerate the culture of fraud and corruption on Wall Street.,SenSanders,71.14,7.6,22.9176470588,9.5,10.03,7.5,10.05
7.78238842541343E+017,2016-09-20 14:26:13,The reality is that fraud is the business model on Wall Street. It is not the exception to the rule.,SenSanders,86.71,3.7,16,2.6,4.73,4,8.08
7.78231316861088E+017,2016-09-20 13:56:19,"How many people at Wells Fargo are going to jail? Zero. But if you smoke marijuana in this country, you get a criminal record.",SenSanders,76.22,5.6,20.1333333333,4.8,6.71,5.5,9.5
7.78023621512008E+017,2016-09-20 00:11:01,"Our job is to break our addiction to fossil fuels, not increase our dependence on fuels that pollute our planet.  We only have one Earth.",SenSanders,75.71,5.8,18.2,5.9,7.82,5.25,8.68
7.77969516290667E+017,2016-09-19 20:36:01,I have a very simple question for the regulators who fined Wells Fargo:,SenSanders,66.74,7.2,25.6615384615,6.5,8.16,6.5,11.57
7.77960567990522E+017,2016-09-19 20:00:27,NEWS: Sanders: Have Any Criminal Inquiries in Wells Fargo Case Been Filed?,SenSanders,50.84,9.2,26.8,9.3,12.28,5,12.13
7.77927128520204E+017,2016-09-19 17:47:35,It is an outrage that not one major Wall Street executive has gone to jail for causing the near collapse of the economy.,SenSanders,56.59,11.1,21.6347826087,10.1,7.72,13.5,8.9
7.77877230374511E+017,2016-09-19 14:29:18,"When we talk about prescription drugs, it is important to understand that we pay by far the highest prices in the world.",SenSanders,74.53,8.3,21.7090909091,10.8,8.82,11,9.03
7.77527855941034E+017,2016-09-18 15:21:01,The birther movement led by Donald Trump was nothing less than racism. Plain and simple.,SenSanders,89.24,2.7,21,5.5,8.95,2.75,10.32
7.77287024177021E+017,2016-09-17 23:24:02,"Freedom of speech, in my view, does not mean the freedom to buy the United States government.",SenSanders,79.6,6.4,20.5647058824,8.4,8.7,7.5,9.12
7.77259836459409E+017,2016-09-17 21:36:00,"If the United States wants to rebuild the middle class and creating millions of jobs, it must also fundamentally change trade policies.",SenSanders,49.15,11.9,27.1636363636,14,12.76,12,11.19
7.77236439616676E+017,2016-09-17 20:03:02,This country is increasing spending on incarceration faster than spending on education. That has to be changed.,SenSanders,62.85,6.6,21.8705882353,9.1,13.07,4.25,10.56
7.77181070374629E+017,2016-09-17 16:23:01,"Despite the efforts of many Republicans to suppress the vote, we must make it easier for people to participate in the political process.",SenSanders,39.67,13.4,28.5913043478,13.4,11.78,14.5,11.64
7.77135923565855E+017,2016-09-17 13:23:37,"My parents' dream was that if they worked hard as parents, they'd see their kids go to college. We must keep that promise to every family.",SenSanders,83.66,4.8,17.9692307692,5.6,7.06,5.5,8.53
7.76932933756158E+017,2016-09-16 23:57:00,One of the great outrages in American politics is that we have a major party that rejects science and calls climate change a hoax.,SenSanders,55.58,11.5,23.2666666667,11.6,8.88,13,9.43
7.76906509431235E+017,2016-09-16 22:12:00,Republicans in Washington are working overtime to protect the wealthiest Americans and biggest corporations.,SenSanders,14.97,14.7,33.3142857143,17.6,21.51,9,14.48
