ID,Created_At,Text,Author,Flesch_Readability,Flesch_Grade,Gunning_FOG_Score,Automated_Readability_Index,Coleman_Liau_Index,Linsear_Write_Score,Dale_Chall_Readability
6.97524769621733E+017,2016-02-10 20:57:19,"LIVE: President Obama is speaking in Springfield, Illinois.",BarackObama,37.98,10,30.2,13.2,18.35,3,13.9
6.97503196944663E+017,2016-02-10 19:31:35,"Tune in at 4:25 p.m. ET to watch President Obama speak to supporters in Springfield, Illinois:",BarackObama,80.28,4.1,17.7,5.8,9.3,3,8.97
6.96016525065585E+017,2016-02-06 17:04:05,"""The budget I will send to Congress this Tuesday will double funding for clean energy research."" ",BarackObama,72.16,7.2,25.9,10.4,11.77,7,11.34
6.95741042776281E+017,2016-02-05 22:49:25,Last year was the second-best year for job creation since the late 1990sbut there's more work to do.,BarackObama,87.05,5.6,15.8666666667,9.3,9.16,8,7.16
6.95720523150586E+017,2016-02-05 21:27:53,The economy continues a record-breaking streak of 71 straight months of private-sector job growth. Read more:,BarackObama,63.7,8.4,18.4,14.3,16.53,11,8.38
6.95661275599209E+017,2016-02-05 17:32:27,LIVE: President Obama is delivering a statement on the economy.,BarackObama,19.03,13.1,26,9,12.56,6,12.03
6.94968153000915E+017,2016-02-03 19:38:14,Progress is not inevitableit depends on hard work. Say you'll fight for it: ,BarackObama,90.26,2.3,13.8307692308,4.7,7.89,2.75,7.6
6.94944619826512E+017,2016-02-03 18:04:43,LIVE: President Obama is speaking in Baltimore.,BarackObama,38.99,9.6,27.6571428571,9.7,14.04,2.5,13.01
6.94563399812821E+017,2016-02-02 16:49:53,"No fluff, just factsthat's the Truth Team way. Join now: ",BarackObama,112.09,0.1,10,5.7,8.5,4,5.71
6.93130008689181E+017,2016-01-29 17:54:06,"Seven years ago, President Obama signed the Lilly Ledbetter Fair Pay Acta step forward. But the fight isn't over.",BarackObama,70.29,5.8,26.8526315789,6.9,9.94,3.75,12.42
6.93104216466797E+017,2016-01-29 16:11:37,Tune in at 12:10 p.m. ET to watch President Obama speak on the anniversary of the Lilly Ledbetter Fair Pay Act.,BarackObama,86.2,3.8,15.7238095238,4.2,6.35,4.75,7.92
6.92861496447992E+017,2016-01-29 00:07:08,Join the team that's fighting misinformation with facts: ,BarackObama,71.82,5.2,15.2,11.4,16.14,4,7.98
6.92450481126375E+017,2016-01-27 20:53:54,It's not too lateget your vintage tee today. ,BarackObama,71.82,5.2,20.2,4.3,7.44,3,9.95
6.92375750423392E+017,2016-01-27 15:56:57,"""In our criminal justice system, the punishment should fit the crime."" ",BarackObama,60.31,7.6,20.9454545455,9.7,13.15,4.5,9.92
6.92103317405569E+017,2016-01-26 21:54:24,"Last night, President Obama banned the use of solitary confinement for juveniles in federal prisons. Read more:",BarackObama,28.84,13.5,27.6235294118,13.4,14.85,11.5,11.91
6.9207625003513E+017,2016-01-26 20:06:50,Health care reform has helped millionsjoin the team that's fighting to protect it. ,BarackObama,75.2,6,22.5846153846,10.4,13.04,5.5,10.35
6.91693616780083E+017,2016-01-25 18:46:23,Join the millions who've enrolled in the new marketplace. The deadline is January 31: ,BarackObama,72.83,4.8,19.0857142857,6.3,9.87,2.5,9.62
6.91000980675105E+017,2016-01-23 20:54:06,"""If you havent looked at your new coverage options, youve still got time to get covered."" ",BarackObama,63.7,8.4,20.9,8.3,9.22,7,9.36
6.90293568074752E+017,2016-01-21 22:03:06,LIVE: President Obama is speaking at the U.S. Conference of Mayors.,BarackObama,65.89,5.4,18.7454545455,5.7,8.92,1.75,9.65
6.90231734009405E+017,2016-01-21 17:57:23,Fighting climate change:  Creating jobs:  The solar industry is booming.,BarackObama,52.87,8.4,30,12.3,16.62,4,13.61
6.89912851884937E+017,2016-01-20 20:50:16,LIVE: President Obama is speaking in Detroit about the progress of the American auto industry.,BarackObama,39.33,11.5,32,11.2,13.04,7.5,13.85
6.89891745694245E+017,2016-01-20 19:26:24,Tune in at 3:25 p.m. ET to watch President Obama highlight the economic comeback of the auto industry:,BarackObama,70.8,5.6,21.1555555556,5.3,8.32,4,10.22
6.88404667135463E+017,2016-01-16 16:57:17,"""Thats when America works bestwhen everyone has opportunity when everyone has some security."" ",BarackObama,15.98,14.3,22.5846153846,14.4,17.97,8.5,10.35
6.88385432032133E+017,2016-01-16 15:40:51,"In the weekly address, President Obama speaks about taking steps to modernize our unemployment insurance system.",BarackObama,29.86,13.1,33.4,15.1,17.57,8,14.3
6.88070644357927E+017,2016-01-15 18:50:00,Tune in at 2:15 p.m. ET to watch President Obama do an interview with three popular YouTube creators:,BarackObama,79.26,4.4,18.9333333333,5.1,8.03,3.5,9.35
6.88050732734366E+017,2016-01-15 17:30:52,ICYMI: More than 11 million people have enrolled in health care plans through the marketplace so far.,BarackObama,62.68,8.7,20.5647058824,10.6,11.42,7.5,9.12
6.87668957659042E+017,2016-01-14 16:13:50,LIVE: President Obama is holding a town hall in Louisiana on the progress Americans have made and the path forward.,BarackObama,51.18,11.1,24,11.2,10.56,11,10.16
6.87657026797715E+017,2016-01-14 15:26:25,"Tune in at 11:05 a.m. ET to watch President Obama participate in a town hall in Baton Rouge, Louisiana:",BarackObama,70.29,5.8,16.3263157895,4.4,6.87,4.25,8.26
6.8740169922132E+017,2016-01-13 22:31:51,LIVE: President Obama is speaking in Omaha about moving our country forward.,BarackObama,42.38,10.3,33.4666666667,10.1,13.27,5,14.76
6.87101335091589E+017,2016-01-13 02:38:18,"""That spirit of discovery is in our DNA. America is Thomas Edison and the Wright Brothers and George Washington Carver."" ",BarackObama,61.33,7.2,22,7.4,10.53,5,10.45
6.87097721438605E+017,2016-01-13 02:23:57,"""More than 14 million new jobs the strongest two years of job growth since the 90s an unemployment rate cut in half."" ",BarackObama,91.44,6,16.2545454545,10.1,8.01,12,6.88
6.86992958105629E+017,2016-01-12 19:27:39,The last seven years have been packed with progress. See how far we've come:,BarackObama,98.21,1.3,13.3714285714,3.3,6.16,2.5,7.37
6.86316097059033E+017,2016-01-10 22:38:03,Another milestone to celebrate for wind powerand plenty of room to grow.,BarackObama,50.84,9.2,23.4666666667,8.5,11.3,5,10.81
6.85902773884424E+017,2016-01-09 19:15:39,"""Today, the American auto industry is back."" ",BarackObama,47.45,8.4,27.6571428571,7.6,11.55,3.5,13.01
6.85884330929975E+017,2016-01-09 18:02:22,"In the weekly address, President Obama discusses the incredible progress made in the American auto industry:",BarackObama,21.4,14.3,33.4,13.9,16.12,9,14.3
6.85514335095923E+017,2016-01-08 17:32:08,The December jobs report shows big gains in employment and higher wages for American workers. Read more:,BarackObama,62.68,8.7,25.2705882353,11.5,12.47,8.5,10.98
6.85471723915838E+017,2016-01-08 14:42:49,"The economy added 292,000 jobs in Decembera record-breaking 70 consecutive months of private-sector job growth.",BarackObama,30.87,12.7,24,16.5,19.65,12.5,10.7
6.84826930932093E+017,2016-01-06 20:00:38,Twelve more months of progress to gosay you'll tune in: ,BarackObama,78.25,4.8,14,5.2,7.92,4,7.29
6.84414914052493E+017,2016-01-05 16:43:25,LIVE: President Obama is talking about how to make our communities safer by reducing gun violence in America.,BarackObama,36.28,12.7,29.2,11.6,12.06,11,12.42
6.83069653682401E+017,2016-01-01 23:37:50,"""We know that we cant stop every act of violence. But what if we tried to stop even one?"" ",BarackObama,95.67,2.3,12.1157894737,0.9,2.64,3.75,6.6
6.82734372580098E+017,2016-01-01 01:25:33,Ring in the new year with the one you love.,BarackObama,112.09,0.1,6,-0.4,0.96,4,0.5
6.82718986295841E+017,2016-01-01 00:24:25,FINAL CALL: Help make 2016 a year full of progress. Chip in today. ,BarackObama,107.18,-0.1,13.8307692308,1.4,3.83,2.25,7.6
6.82689104602108E+017,2015-12-31 22:25:40,LAST CALL: You could be going on a seven-day cruise to Alaskabut only if you enter today. ,BarackObama,71.14,7.6,20.5647058824,7.3,7.31,8.5,9.12
6.82658924248601E+017,2015-12-31 20:25:45,Thinking of ways you can help out over the next year? Look no further: ,BarackObama,106.67,0.1,13.3714285714,1.2,3.66,2.5,7.37
6.82643530221748E+017,2015-12-31 19:24:35,DEADLINE: Chip in to help fund the fight for more progress in 2016.,BarackObama,100.58,2.5,13.3538461538,5,6.37,5.5,6.71
6.82626032235581E+017,2015-12-31 18:15:03,You and a friend could be heading north. Enter now to win a cruise to Alaska: ,BarackObama,97.2,1.7,12.7,0.8,3.15,3,6.99
6.82605728583016E+017,2015-12-31 16:54:22,TONIGHT: Come in with the clutch contribution before the deadline. ,BarackObama,52.87,8.4,22,10.4,14.3,5,10.45
6.82322513414746E+017,2015-12-30 22:08:58,Global climate action became a reality this yearkeep the progress going in 2016: ,BarackObama,66.74,7.2,28.7384615385,9.7,12.17,5.5,12.78
6.82289288491471E+017,2015-12-30 19:56:57,Chip in to help gear up for the big fights in 2016: ,BarackObama,126.98,-1.5,6.8,0.3,1.15,5,0.6
6.82265492376031E+017,2015-12-30 18:22:23,Here's your chance to get lost in the beauty of the Last Frontier state: ,BarackObama,91.11,4,16.1714285714,5.4,6.55,6,7.71
6.82239968656409E+017,2015-12-30 16:40:58,Get readythe deadline to pitch in before the new year is right around the corner. ,BarackObama,73.17,6.8,21.3333333333,7.1,8.05,6.5,9.64
6.8195367073339E+017,2015-12-29 21:43:19,"In 31 states, people can still be fired because of who they love. Help change that in 2016: ",BarackObama,104.64,0.9,14.4888888889,2.4,4.78,3.5,7.59
6.81904885617431E+017,2015-12-29 18:29:28,Have you entered yet? You and a friend could win a trip to Alaska: ,BarackObama,98.21,1.3,10.5142857143,-0.1,2.04,2.5,6.24
6.81879693356876E+017,2015-12-29 16:49:22,Check out five big victories that made 2015 a great year for progress:,BarackObama,92.12,3.6,13.3538461538,6.1,7.7,5.5,6.71
6.81602161499832E+017,2015-12-28 22:26:33,Suit upit's President Obama's final State of the Union. Say you'll tune in: ,BarackObama,73.34,4.6,19.9846153846,4.7,7.89,2.25,10.03
6.8156721016318E+017,2015-12-28 20:07:40,You can still join the team fighting for progress. Get your contribution in under the wire: ,BarackObama,88.74,2.9,15.2,4.9,8.2,3.5,7.98
6.80844728003375E+017,2015-12-26 20:16:47,Don't miss your chance for the adventure of a lifetime. Enter nowand you and a friend could be headed to Alaska:,BarackObama,77.74,5,17.6285714286,4.4,6.64,4.25,8.67
6.80776410592621E+017,2015-12-26 15:45:19,This year was full of progress. But there's more work to do in 2016and you can help: ,BarackObama,105.15,0.7,10.1058823529,1.7,3.85,3.25,5.92
6.80453683507679E+017,2015-12-25 18:22:55,"Merry Christmas, and happy holidays to you and yoursbig or small.",BarackObama,77.23,5.2,24.5818181818,7.6,10.54,4.5,11.36
6.80114142318084E+017,2015-12-24 19:53:42,Beautiful mountain tops. Huge glaciers. And polar bearssee them all in Alaska. ,BarackObama,65.39,5.6,21.0666666667,7.9,11.53,2,10.51
6.79734972148748E+017,2015-12-23 18:47:00,Here's one way to help make 2016 a year of action:,BarackObama,102.61,1.7,13.6727272727,1.2,2.65,4.5,7.05
6.79410807294313E+017,2015-12-22 21:18:53,Time to check this one off your bucket list: ,BarackObama,96.18,2.1,10.0444444444,1.9,4.14,3.5,5.84
6.79368124035179E+017,2015-12-22 18:29:17,2015 has been a great year for progressbut there's still more work to do.,BarackObama,99.56,2.9,13.3142857143,5.8,7.01,6,6.59
6.79335998203957E+017,2015-12-22 16:21:38,Get your donation in before the door closes: ,BarackObama,71.82,5.2,20.2,4.3,7.44,3,9.95
6.79053540388676E+017,2015-12-21 21:39:14,Here's your chance to take in this view for yourself: ,BarackObama,86.71,3.7,14,4.3,6.76,4,7.29
6.79018370851865E+017,2015-12-21 19:19:29,This grassroots movement is going full speed ahead into 2016. Help keep up the momentum: ,BarackObama,89.24,2.7,18.3333333333,5.5,8.95,2.75,9.27
6.78357935878234E+017,2015-12-19 23:35:09,"Enter now, and you and a friend could win a seven-day cruise to Alaska: ",BarackObama,82.65,5.2,16.1714285714,5.1,6.14,6,7.71
6.78287427736179E+017,2015-12-19 18:54:59,"""The number one reason Im optimistic going into 2016: It's youthe American people."" ",BarackObama,49.82,9.5,25.6615384615,10.8,13.5,7.5,11.57
6.78254337798201E+017,2015-12-19 16:43:30,"In the weekly address, President Obama gives a roundup of the top ten things that happened in 2015. Watch:",BarackObama,77.57,7.2,24.3368421053,9.9,9.57,8.5,10.4
6.77984091564708E+017,2015-12-18 22:49:38,Stand on the deck. Take in the beauty. Repeat.  Enter to win a seven-day cruise to Alaska: ,BarackObama,82.61,3.2,16.0447058824,1.6,3.75,1.8333333333,8.56
6.77928204301021E+017,2015-12-18 19:07:33,LIVE: President Obama is speaking in the Brady Press Briefing Room.,BarackObama,60.31,7.6,24.5818181818,8.5,11.58,4.5,11.36
6.77911345434518E+017,2015-12-18 18:00:34,Tune in at 1:50 p.m. ET to watch as President Obama holds a news conference.,BarackObama,97.7,1.5,13,1.8,4.31,2.75,7.17
6.77894061374571E+017,2015-12-18 16:51:53,Lend a handchip in to show your support for this grassroots movement. ,BarackObama,84.68,4.4,20.1333333333,7.3,9.85,5,9.5
6.77700362049057E+017,2015-12-18 04:02:12,Bucket list: Go on a cruise  Travel to Alaska  Whale watching in the Arctic  Enter: ,BarackObama,73.17,6.8,26.6666666667,6.8,7.65,6.5,11.75
6.77620828335247E+017,2015-12-17 22:46:09,This grassroots movement is aiming high for 2016. You can help by pitching in: ,BarackObama,98.21,1.3,16.2285714286,3.9,6.97,2.5,8.5
6.77588024624988E+017,2015-12-17 20:35:48,What are you waiting for? Here's your chance for an Alaskan adventure: ,BarackObama,65.39,5.6,17.7333333333,4.7,7.7,2,9.2
6.77548647383306E+017,2015-12-17 17:59:20,LIVE: President Obama is speaking at the National Counterterrorism Center.,BarackObama,19.03,13.1,30,14.2,18.94,5,13.61
6.77524680585011E+017,2015-12-17 16:24:06,Tune in at 12:15 a.m. ET to watch President Obama deliver a statement.,BarackObama,73.34,4.6,16.9076923077,2.8,5.63,2.25,8.82
6.77252844622185E+017,2015-12-16 22:23:55,This is your chance for an adventure. Don't miss it: ,BarackObama,91.78,1.7,8,1.3,3.22,1.5,5.46
6.77169378593378E+017,2015-12-16 16:52:15,Want to take in this view? Enter now for your chance: ,BarackObama,108.19,-0.5,7.8363636364,-0.3,1.55,1.75,5.34
6.76903900390232E+017,2015-12-15 23:17:20,"DEADLINE: If you want coverage to start off 2016, make sure to check out your options today. ",BarackObama,79.6,6.4,18.2117647059,8.1,8.35,7.5,8.19
6.76808122292265E+017,2015-12-15 16:56:45,LIVE: President Obama is speaking at a naturalization ceremony at the National Archives.,BarackObama,15.98,14.3,28.7384615385,12.6,15.76,7.5,12.78
6.76458582418653E+017,2015-12-14 17:47:48,LIVE: President Obama is delivering a statement at the Pentagon.,BarackObama,27.49,11.9,26,9.5,13.14,5,12.03
6.7644563535301E+017,2015-12-14 16:56:21,Tune in at 12:25 p.m. ET to watch President Obama speak at the Pentagon:,BarackObama,98.21,1.3,13.3714285714,1.9,4.47,2.5,7.37
6.75347103254737E+017,2015-12-11 16:11:11,Climate action at the local level is key in pushing the conversation forward. Read the latest from Wisconsin:,BarackObama,70.8,5.6,25.6,7.1,10.58,4,11.98
6.74635456164663E+017,2015-12-09 17:03:21,LIVE: President Obama is delivering remarks at an event marking the 150th anniversary of the 13th Amendment.,BarackObama,45.76,11.1,27.6235294118,12.6,13.8,10.5,11.91
6.74621096272912E+017,2015-12-09 16:06:17,Tune in at 11:50 a.m. ET to watch President Obama commemorate the 150th anniversary of the 13th Amendment:,BarackObama,70.8,5.6,16.7111111111,6.3,9.6,4.5,8.47
6.73668826412638E+017,2015-12-07 01:02:19,LIVE: President Obama is addressing the nation on the threat of terrorism and keeping the American people safe.,BarackObama,53.21,10.3,26.9777777778,12.2,12.7,9,11.55
6.73653313242595E+017,2015-12-07 00:00:40,Tune in at 8 p.m. ET to watch President Obama address the nation on keeping the American people safe:,BarackObama,78.75,4.6,20.5368421053,3.9,6.29,4.25,9.93
6.73240369543447E+017,2015-12-05 20:39:46,"""Here in America its way too easy for dangerous people to get their hands on a gun."" ",BarackObama,79.6,6.4,18.2117647059,5.9,5.62,8.5,8.19
6.73223666407236E+017,2015-12-05 19:33:24,WATCH: President Obama offers his condolences to the San Bernardino community and calls for common-sense gun laws.,BarackObama,37.3,12.3,25.2705882353,14.2,15.83,11.5,10.98
6.728982582267E+017,2015-12-04 22:00:21,Obamacare is helping millions. Repealing it would be devastating to families across the country.,BarackObama,38.99,9.6,27.6571428571,10,14.45,3.5,13.01
6.72839757332812E+017,2015-12-04 18:07:53,"Employers have added an average of 213,000 jobs a month over the past six months. We have to keep up this progress.",BarackObama,94.15,2.9,15.4909090909,4.2,6.3,4.5,7.77
6.72814965883978E+017,2015-12-04 16:29:22,"The economy added 211,000 jobs in Novembera record-breaking 69 consecutive months of private-sector job growth.",BarackObama,30.87,12.7,24,16.5,19.65,12.5,10.7
6.7183288751625E+017,2015-12-01 23:26:57,"Sixty years later, we remember the heroism of Rosa Parks and recommit to the fight for justice and equality.",BarackObama,60.65,9.5,26.4421052632,10.4,10.21,10.5,11.23
6.71420677099004E+017,2015-11-30 20:08:58,Watch President Obama discuss how to build a framework for progress on the global effort to tackle climate change.,BarackObama,60.65,9.5,28.5473684211,11.9,12.01,8.5,12.06
6.70307637238432E+017,2015-11-27 18:26:09,The Clean Power Plan is one of the biggest step America's ever taken to tackle climate change.,BarackObama,62.68,8.7,25.2705882353,8.7,9.05,8.5,10.98
6.69603363412034E+017,2015-11-25 19:47:37,LIVE: President Obama is celebrating the 68th anniversary of the National Thanksgiving Turkey presentation.,BarackObama,14.97,14.7,30.4571428571,17.2,21.05,9,13.35
6.6778821623013E+017,2015-11-20 19:34:52,Record-breaking temperatures in October keeps 2015 on track to be the hottest year ever:,BarackObama,65.73,7.6,21.8857142857,10.8,13.22,8,9.97
6.67474195660436E+017,2015-11-19 22:47:03,"""Progress isnt guaranteed. Its not inevitable. Its something that has to be fought for."" ",BarackObama,75.16,3.9,15.3085714286,6.2,9.07,1.6666666667,8.38
6.66693873218036E+017,2015-11-17 19:06:20,The U.S. has already tripled wind and solar energy since 2008. The Clean Power Plan will continue that progress.,BarackObama,78.75,4.6,20.5368421053,6.6,9.65,3.75,9.93
6.66396723191808E+017,2015-11-16 23:25:34,Get the facts on important issues like climate changejoin the OFA Truth Team:,BarackObama,66.74,7.2,22.5846153846,8.6,10.83,5.5,10.35
6.64223869327254E+017,2015-11-10 23:31:25,ICYMI: The unemployment rate is now at a seven-year low.,BarackObama,61.33,7.2,18,5.7,8.5,5,8.87
6.63840120160801E+017,2015-11-09 22:06:32,"""When the cynics tell us we can't change this country for the better, we know they're wrong. We've got proof."" ",BarackObama,95.17,2.5,12,5,7.63,4,6.5
6.6383904422955E+017,2015-11-09 22:02:16,"""Even as our economy is growing, America's cut our carbon pollution more than any other advanced nation on Earth."" ",BarackObama,43.73,11.9,30.6526315789,11.9,12.01,11.5,12.89
6.62675492420477E+017,2015-11-06 16:58:43,LIVE: President Obama is delivering a statement.,BarackObama,13.61,13.1,27.6571428571,10.3,14.86,3.5,13.01
6.62658897556173E+017,2015-11-06 15:52:47,"The economy added 271,000 jobs in Octobera record-breaking 68 consecutive months of private-sector job growth.",BarackObama,30.87,12.7,24,16.2,19.25,12.5,10.7
6.61954876415447E+017,2015-11-04 17:15:15,A vocal minority could still derail the bipartisan budget dealdon't let that happen. Show your support:,BarackObama,63.36,6.4,25.2,8.5,12.55,4,11.93
6.61673742276268E+017,2015-11-03 22:38:08,"Get an update on issues that matter, from gun violence prevention to health care enrollment:",BarackObama,56.25,9.1,24,10.6,12.29,6.5,10.7
6.61290702651822E+017,2015-11-02 21:16:04,LIVE: President Obama is speaking about the re-entry process of formerly incarcerated individuals.,BarackObama,15.98,14.3,34.8923076923,16.3,20.23,7.5,15.21
