ID,Created_At,Text,Author,Flesch_Readability,Flesch_Grade,Gunning_FOG_Score,Automated_Readability_Index,Coleman_Liau_Index,Linsear_Write_Score,Dale_Chall_Readability
9.25321766364418E+017,2017-10-31 11:21:15,I'm sad to hear of the sudden death of Candy Atherton. Candy was a proud champion of Cornwall. ,jeremycorbyn,96.18,2.1,16.7111111111,3.2,5.77,3.5,8.47
9.23869622193009E+017,2017-10-27 11:10:57,50 years ago today abortion was decriminalised under Labour. We must continue to fight for women's right to choose here and around the world,jeremycorbyn,67.76,6.8,21.8,7.6,10.14,5.5,10.15
9.23525396343255E+017,2017-10-26 12:23:07,"This was a u-turn, after pressure from Labour, on your own policy to attack supported housing. Why did you propose it in the first place?",jeremycorbyn,75.71,5.8,21.4,6.1,8.05,5.25,9.94
9.23283151291667E+017,2017-10-25 20:20:31,Great to be at Shami Chakrabarti's book launch. Looking forward to reading Of Women - a vital book on how we bring about gender equality.,jeremycorbyn,76.22,5.6,23.4666666667,6.8,9.15,6.25,10.81
9.23174918623072E+017,2017-10-25 13:10:27,"Once again, Labour is winning the arguments and setting the agenda. We're defending the many from this Tory government",jeremycorbyn,53.37,8.2,26.8526315789,8.1,11.45,3.75,12.42
9.2272294716033E+017,2017-10-24 07:14:28,We've secured an emergency debate today to make Tories explain why they're not respecting Parliament's vote to pause and fix Universal Credit.,jeremycorbyn,32.22,14.2,28.9818181818,15.5,14.62,13,11.9
9.22515876687073E+017,2017-10-23 17:31:39,Weve just secured an emergency debate in Parliament tomorrow after the Tories didn't turn up to vote on Universal Credit last Wednesday.,jeremycorbyn,32.22,14.2,28.9818181818,14.2,13.05,13,11.9
9.22500113246966E+017,2017-10-23 16:29:00,Only Labour will deliver a Brexit that puts jobs and our economy first.,jeremycorbyn,66.74,7.2,22.5846153846,6.5,8.16,6.5,10.35
9.22467060730515E+017,2017-10-23 14:17:40,Tories must pause the roll out of Universal Credit now. Sign our petition if you're with us: ,jeremycorbyn,79.77,4.2,14.8117647059,3.9,6.57,3.75,7.77
9.22060920829948E+017,2017-10-22 11:23:49,Yet another u-turn by Tories on the energy price cap. Only the next Labour government will fix the broken energy market and bring down bills,jeremycorbyn,75.71,5.8,21.4,6.7,8.74,5.25,9.94
9.21341191014245E+017,2017-10-20 11:43:52,"It is imperative we get the Brexit negotiations back on track to end the uncertainty to industries, jobs and people's lives.",jeremycorbyn,58.62,10.3,23.7333333333,12.4,11.43,13.5,9.94
9.21033279666622E+017,2017-10-19 15:20:20,I'm in Brussels today to meet European leaders to promote the interests of the British people in the Brexit negotiations.,jeremycorbyn,51.18,11.1,30,12.6,12.3,11,12.52
9.20963837951693E+017,2017-10-19 10:44:24,My response to Theresa May's open letter which still doesnt guarantee the right of EU nationals to remain in the UK ,jeremycorbyn,67.08,9.1,23.7333333333,10.4,8.94,10.5,9.94
9.20726241417794E+017,2017-10-18 19:00:16,Labour's motion on Universal Credit passed unanimously. The Tories must now act on clearly expressed will of Parliament and pause its roll out,jeremycorbyn,59.8,7.8,23.9913043478,8.9,11.81,5.75,11.07
9.20592665703567E+017,2017-10-18 10:09:29,Tories have finally listened to us on helpline charges for claimants. They should now vote for our motion to pause Universal Credit roll out,jeremycorbyn,67.76,6.8,21.8,7.6,10.14,5.5,10.15
9.20553096702579E+017,2017-10-18 07:32:15,"I urge Tory MPs to vote for Labour's motion to pause Universal Credit roll-out, before millions are made worse off.",jeremycorbyn,51.18,11.1,26,11.2,10.56,11,10.94
9.20282315418489E+017,2017-10-17 13:36:16,Great to hear more MPs are signing Rosena's letter calling on the FA to do more to inspire our young people.,jeremycorbyn,75.54,7.9,21.8285714286,8.8,7.02,10.5,9.19
9.20230760988242E+017,2017-10-17 10:11:25,"Labour will end this rip off, bring Royal Mail back into public ownership and run it for the many, not the few. ",jeremycorbyn,91.44,6,19.8909090909,8.8,6.44,11,8.32
9.20176835132101E+017,2017-10-17 06:37:08,A DWP caseworker reveals devastation caused by Govt's mismanagement of Universal Credit. Its roll out must be halted,jeremycorbyn,53.88,8,23.3777777778,9,12.84,5.5,11.1
9.19853965206065E+017,2017-10-16 09:14:10,Millions of people suffer from chronic loneliness. Tory cuts to services have deprived them of the support they need,jeremycorbyn,61.83,7,24.7473684211,7.6,10.87,4.25,11.59
9.19649140921061E+017,2017-10-15 19:40:16,Devastated to hear of the horrific terror attack in Somalia and the loss of so many lives. My thoughts are with the victims and their families,jeremycorbyn,75.2,6,21.0461538462,6.3,7.93,6,9.75
9.19161491668029E+017,2017-10-14 11:22:31,"Imagine an Uber run co-operatively by their drivers, collectively controlling their futures, with profits shared or re-invested.",jeremycorbyn,11.92,15.8,32.3294117647,18.1,20.65,10.5,13.77
9.19159485461156E+017,2017-10-14 11:14:33,"Technology of the digital age should empower us as workers and consumers, allowing us to cooperate in a way that wasnt possible in the past",jeremycorbyn,54.56,11.9,24.8,12.7,9.7,13.5,9.93
9.19159155583222E+017,2017-10-14 11:13:14,Labour is thinking radically about how we can use the power of new technology in the coming decades to make our economy work for us all.,jeremycorbyn,53.55,12.3,26.2461538462,11.7,7.78,16,10.39
9.19156872447439E+017,2017-10-14 11:04:10,"Labour is developing a new consensus of how to run an economy for the many, that will reward the real wealth creators - that means all of us",jeremycorbyn,69.45,10.3,23.1703703704,11.8,7.32,16,9.07
9.1857741359188E+017,2017-10-12 20:41:36,"I was proud to meet Labour members in Shipley, who are fighting to win this seat from a Tory MP who shows utter contempt for women's rights.",jeremycorbyn,77.91,9.1,24.6518518519,11.9,7.49,13.5,9.65
9.18572242488963E+017,2017-10-12 20:21:03,Tories' answer to social care crisis is to resurrect dementia tax. We'll ask super rich to pay a bit more to fund 8bn extra for social care,jeremycorbyn,83.15,5,19.2518518519,5.1,6.43,5.75,8.98
9.18566007811211E+017,2017-10-12 19:56:17,I heard how the Kirkgate centre has helped many to overcome loneliness and isolation. We must protect these vital services from further cuts.,jeremycorbyn,51.34,9,23.9913043478,8.7,11.52,5.75,11.07
9.18562086141223E+017,2017-10-12 19:40:42,"Today I visited the Kirkgate centre in Shipley, a social space that brings together older people and supports lifelong learning and creativity",jeremycorbyn,40.69,13.1,32.6181818182,15.5,14.62,12,13.34
9.18419636382786E+017,2017-10-12 10:14:39,The 'dementia tax was rejected by the public. Appalling that the Tories still want to force older people to pay for care with their homes.,jeremycorbyn,75.71,5.8,19.8,6.3,8.28,5.25,9.31
9.17298613859926E+017,2017-10-09 08:00:06,Don't miss your chance to join Scottish Labour and help shape our party. Join by midday for just 1 a month  ,jeremycorbyn,103.12,1.5,13.819047619,3.1,5.02,4.25,7.16
9.17014466935579E+017,2017-10-08 13:11:00,7.4 million people in Britain are working but in poverty. Universal Credit must be halted now or this will worsen.,jeremycorbyn,78.25,4.8,24,5.9,8.79,4.5,11.24
9.16994137269965E+017,2017-10-08 11:50:13,Labour called for the halt of the roll out of Universal Credit in August. The Government can and must act now.,jeremycorbyn,86.2,3.8,17.6285714286,4,6.12,4.75,8.67
9.16699758051373E+017,2017-10-07 16:20:28,Very concerning reports from outside the Natural History Museum. My thoughts are with those injured and our thanks to the emergency services,jeremycorbyn,51.85,8.8,24.5818181818,9.6,12.91,5,11.36
9.16581790537716E+017,2017-10-07 08:31:42,"If you live in Scotland, don't miss your chance to join Labour and help shape our party. Join us today  ",jeremycorbyn,95.17,2.5,14,3.1,5.31,4,7.29
9.16338731958899E+017,2017-10-06 16:25:53,Congratulations to the International Campaign to Abolish Nuclear Weapons on well-deserved Nobel Peace Prize award. ,jeremycorbyn,13.95,15,32,17.5,20.81,10.5,13.85
9.16260605270614E+017,2017-10-06 11:15:26,"Rather than act now to tackle rising bills, the Government is relying on a broken energy market to regulate itself ",jeremycorbyn,59.64,9.9,30,10.9,10.27,9,12.52
9.16207618670068E+017,2017-10-06 07:44:53,"Last week, we said that we are now the political mainstream. This week, the Conservatives' Conference confirmed that",jeremycorbyn,62.34,6.8,16.7111111111,9,12.84,4.5,8.47
9.15195004284555E+017,2017-10-03 12:41:07,"Thank you Rodney Bickerstaffe for being a pal, a leader and a very decent human being. ",jeremycorbyn,72.16,7.2,23.4,7.5,8.18,7,10.35
9.14806027958309E+017,2017-10-02 10:55:27,Terrible news from Las Vegas. Our thoughts are with all those affected and the emergency services working to save lives.,jeremycorbyn,61.33,7.2,20,7.4,10.53,4.5,9.66
9.14074343000367E+017,2017-09-30 10:28:00,"In Thurrock, I met first time voters who voted Labour. I'm proud that our vision of hope inspired so many to vote for the very first time.",jeremycorbyn,83.15,5,19.2518518519,4.9,6.2,5.75,8.98
9.14072580805612E+017,2017-09-30 10:21:00,Lovely to meet this young man who gets up early every Saturday to help his mum run her stall on Grays High Street.,jeremycorbyn,81.97,7.5,18.1565217391,8.9,6.22,11.5,7.52
9.14070588947386E+017,2017-09-30 10:13:05,"I'm in Thurrock, a constituency we lost by just 345 votes. We can win here and across the country by campaigning with our vision of hope.",jeremycorbyn,92.12,3.6,17.9692307692,5.4,6.83,6,8.53
9.14006928409354E+017,2017-09-30 06:00:07,"Today, join Labour activists, MPs and myself as we campaign across the country with our vision of hope. ",jeremycorbyn,70.13,7.9,26.9777777778,10.1,10.15,8,11.55
9.13382766561104E+017,2017-09-28 12:39:56,Happy 80th birthday to Alice Mahon. A friend and former Labour MP who has dedicated her life to campaigning for a more peaceful and just world,jeremycorbyn,75.2,6,21.0461538462,6.3,7.93,6,9.75
9.13365151344157E+017,2017-09-28 11:29:56,"Three years on, the families of the Ayotzinapa 43 are still campaigning for truth and justice, and I stand with them",jeremycorbyn,75.54,7.9,18.019047619,10.6,9.23,11.5,7.69
9.12663340484366E+017,2017-09-26 13:01:11,Liz Dawn was a brilliant actress and a true friend of Labour. She was as warm as Betty's Hotpot and made Vera a Corrie legend. Farewell chuck.,jeremycorbyn,83.15,5,19.2518518519,5.6,7.07,5.75,8.98
9.1167050636503E+017,2017-09-23 19:16:01,Tories have cut investment in our public services and refused to give public sector workers a pay rise while giving tax cuts to the richest.,jeremycorbyn,54.56,11.9,28,12.9,9.93,12.5,11.19
9.11218439884243E+017,2017-09-22 13:19:40,British overseas territories devastated by Irma have yet to hear the Tories' plan to provide the support they need.,jeremycorbyn,52.19,10.7,26.4421052632,12.1,12.36,11.5,11.23
9.10289640510431E+017,2017-09-19 23:48:57,My thoughts are with all those affected by today's earthquake in Mexico. Pensando en todos los afectados por el terremoto en Mxico hoy.,jeremycorbyn,59.8,7.8,22.252173913,7.4,10.01,5.75,10.39
9.09110273583321E+017,2017-09-16 17:42:34,The government's own study finds that its flagship welfare programme is making people worse off. It should be halted immediately.,jeremycorbyn,61.33,7.2,24,9.5,13.14,4.5,11.24
9.08640896249467E+017,2017-09-15 10:37:26,"Thoughts with those injured in Parsons Green terrorist incident, and thanks to police, ambulance staff and firefighters who are responding.",jeremycorbyn,34.26,13.5,26,16.8,17.52,11,10.94
9.0820870000692E+017,2017-09-14 06:00:02,"Yesterday, the Tories knew they'd lose if there was a vote on their latest tuition fee hike. So, their coalition of chaos didn't turn up.",jeremycorbyn,84.17,4.6,15,6.1,8.05,5.25,7.41
9.0807007146931E+017,2017-09-13 20:49:10,"Today, the Tories knew they'd lose if there was a vote on Labour's motion to end the pay cap. So, their coalition of chaos didn't turn up.",jeremycorbyn,91.61,3.8,14.8074074074,4.9,6.2,5.75,7.23
9.07878167121154E+017,2017-09-13 08:06:37,Today the Tories have another chance to vote to scrap the public sector pay cap for NHS staff. All public servants deserve a proper pay rise,jeremycorbyn,75.2,6,19.5076923077,5.9,7.47,5.5,9.14
9.07483931167023E+017,2017-09-12 06:00:04,"Things can, and they will, change.  Two years ago",jeremycorbyn,109.21,-0.9,8.2444444444,1.7,3.44,1.25,5.61
9.07354136030716E+017,2017-09-11 21:24:18,The European Union Bill is a Tory power grab. That's why Labour is voting against it.,jeremycorbyn,80.28,4.1,22.7,3.2,6.05,3,10.94
9.07121535479141E+017,2017-09-11 06:00:02,On Wednesday the Tories have another chance to vote to scrap the public sector pay cap for NHS staff. All public servants deserve a pay rise,jeremycorbyn,75.2,6,17.9692307692,5.9,7.47,5.5,8.53
9.06975679782294E+017,2017-09-10 20:20:27,"If the Tories can find 1 billion to stay in power, they can find the money to scrap the public sector pay cap.",jeremycorbyn,90.43,6.4,21.6347826087,8.1,5.23,11.5,8.9
9.06241232413872E+017,2017-09-08 19:42:01,"In Loughborough - a seat we can win at the next election from former Tory Education Secretary, who oversaw many of the cuts to our schools.",jeremycorbyn,63.02,10.7,24.8,12.5,9.46,15,9.93
9.06202933888471E+017,2017-09-08 17:09:50,"My thoughts are with the people of the Caribbean today, as Hurricane Irma continues to wreak havoc.",jeremycorbyn,62.68,8.7,25.2705882353,10.1,10.73,7.5,10.98
9.06194614809453E+017,2017-09-08 16:36:47,Solidaridad y mi profundo pesar para Mexico y Guatemala que estan sufriendo por el terremoto de 8.2 grados. Saludos fraternos.,jeremycorbyn,25.8,14.6,34,13.8,13.75,13,14.1
9.06170009898148E+017,2017-09-08 14:59:00,Last night saw Labour gaining council seats and increasing vote share from Suffolk to Scotland - well done all candidates and activists.,jeremycorbyn,58.62,10.3,25.6380952381,14.9,14.5,12,10.69
9.06157831430263E+017,2017-09-08 14:10:37,Being taught how to make cakes at Corby's brilliant Pen Green Children's Centre.,jeremycorbyn,92.12,3.6,19.5076923077,9.7,12.17,5.5,9.14
9.06154725313311E+017,2017-09-08 13:58:16,"My thoughts and solidarity with the victims of the earthquake in Mexico and Guatemala, and their families.",jeremycorbyn,54.22,9.9,22.9176470588,12,13.11,10.5,10.05
9.06126294722761E+017,2017-09-08 12:05:18,Seeing the great work done by the Hope Centre that helps 100 homeless people every day in Northampton.,jeremycorbyn,70.13,7.9,18.0888888889,9.8,9.8,8,8.04
9.06077209919721E+017,2017-09-08 08:50:15,"DEADLINE MIDDAY TODAY: Labour members, don't miss your chance to vote for two representatives on our Conference Arrangements Committee.",jeremycorbyn,35.27,13.1,28.5473684211,17.1,18.45,11.5,12.06
9.05903503561957E+017,2017-09-07 21:20:00,An unprecedented attempt to rig parliament and grab power by a Conservative government with no majority and no mandate,jeremycorbyn,35.27,13.1,26.4421052632,12.8,13.23,12.5,11.23
9.0586832291011E+017,2017-09-07 19:00:13,"DEADLINE MIDDAY TOMORROW: Labour members, don't miss your chance to vote for two representatives on our Conference Arrangements Committee.",jeremycorbyn,26.81,14.2,28.5473684211,17.8,19.38,11.5,12.06
9.05045439308857E+017,2017-09-05 12:30:22,"Teachers go back to work this week 5,000 worse off in real terms compared to 2010 due to the public sector pay cap.",jeremycorbyn,90.43,6.4,18.1565217391,9.1,6.45,11.5,7.52
9.04970871290417E+017,2017-09-05 07:34:03,Tax avoidance is a scourge on society that deprives our public services of the funds they desperately need.,jeremycorbyn,53.21,10.3,22.5333333333,11.1,11.42,9,9.79
9.0463894522447E+017,2017-09-04 09:35:06,Labour offers support and solidarity to the brave McDonald's workers in the bakers' union who are making history today ,jeremycorbyn,43.73,11.9,32.7578947368,12.8,13.23,10.5,13.72
9.03587595833266E+017,2017-09-01 11:57:25,Summer has shown true extent of the NHS crisis. Tories have no solutions for the challenges facing our health system,jeremycorbyn,78.25,4.8,22,6.4,9.37,4,10.45
9.03497653228536E+017,2017-09-01 06:00:01,I would like to wish Muslims in Britain and across the world Eid Mubarak.,jeremycorbyn,82.65,5.2,19.0285714286,5.8,7.01,6,8.84
9.03348330318766E+017,2017-08-31 20:06:40,My thoughts are with those affected by flooding across South Asia. We urge the UK Government to provide support and humanitarian assistance.,jeremycorbyn,51.85,8.8,22.7636363636,9.6,12.91,5,10.64
9.02227303773729E+017,2017-08-28 17:52:06,My thoughts are with Nilgun Canver's family. A community activist driven by a desire to make a difference to people's lives.,jeremycorbyn,52.36,8.6,25.2476190476,7.1,9.95,4.75,11.68
9.02055657368568E+017,2017-08-28 06:30:02,"Great to be at the Edinburgh fringe yesterday, a dynamic festival of arts and culture and one of Britain's most celebrated events.",jeremycorbyn,49.15,11.9,25.3454545455,12.9,11.43,12,10.47
9.01917960947868E+017,2017-08-27 21:22:53,"Today I met Street Soccer in Edinburgh, who are doing great work encouraging more women to get involved in the game.",jeremycorbyn,67.08,9.1,21.8285714286,10.6,9.23,11.5,9.19
9.01907591198073E+017,2017-08-27 20:41:41,"At Govanhill Rock Against Racism in Glasgow, which marked 40 years of using music to combat hate and division and bring communities together",jeremycorbyn,56.59,11.1,30.3304347826,14.2,12.77,12.5,12.33
9.01803742764253E+017,2017-08-27 13:49:01,"Keir Hardie stood for peace, internationalism and equal rights: concrete beliefs that informed everything he campaigned for his whole life.",jeremycorbyn,34.26,13.5,26,16.8,17.52,12,10.94
9.01782852882326E+017,2017-08-27 12:26:01,Labour will protect the Winter Fuel Allowance and Triple-Lock on state pensions to deliver a secure and dignified retirement for all.,jeremycorbyn,41.7,12.7,29.4476190476,14.4,13.92,11.5,12.2
9.01776565666582E+017,2017-08-27 12:01:02,Lovely having afternoon tea in Kirkcaldy yesterday talking to pensioners about the challenges they face.,jeremycorbyn,39.33,11.5,32,14.3,16.93,6.5,13.85
9.01766605985735E+017,2017-08-27 11:21:27,"Today and tomorrow, people will come together to celebrate our diversity and multiculturalism at Notting Hill Carnival ",jeremycorbyn,20.38,14.6,29.9764705882,15.3,17.22,10.5,12.84
9.01166309924381E+017,2017-08-25 19:36:05,Great talking to volunteers at the Healthy Living Centre in North Lanarkshire which provides services to the local community.,jeremycorbyn,43.73,11.9,28.5473684211,14.6,15.37,10.5,12.06
9.00821014313136E+017,2017-08-24 20:44:00,Congratulations to Ines and everyone who received their GCSE results today.,jeremycorbyn,34.93,11.1,28.2181818182,11.9,15.81,5.5,12.79
9.00810950433014E+017,2017-08-24 20:04:01,At a Parkhead Housing Association development in Glasgow. A brilliant association that provides services and welfare advice for their tenants.,jeremycorbyn,35.95,10.7,30,12.5,16.91,5.5,13.61
9.00724370938704E+017,2017-08-24 14:19:59,Labour will tackle the scandal of low pay. Our 10-an-hour living wage will give a quarter of workers a pay rise.,jeremycorbyn,86.2,3.8,19.5333333333,4.4,6.64,4.25,9.42
9.00480771558977E+017,2017-08-23 22:12:00,"In the Western Isles, which we lost by just 1,000 votes. Campaigning  together, we can win this seat back at the next election.",jeremycorbyn,93.64,3.1,17.0347826087,5.6,7.75,4.75,8.33
9.00475598866444E+017,2017-08-23 21:51:27,"Learning to weave at Harris Tweed Hebrides, an important rural employer, the beginning of 5 days campaigning in Scotland.",jeremycorbyn,60.65,9.5,28.5473684211,13.6,14.16,8.5,12.06
9.00039916234703E+017,2017-08-22 17:00:12,"After 16 years of bloodshed and destruction, the Taliban are undefeated and terrorism is no less of a threat at home",jeremycorbyn,67.08,9.1,21.8285714286,10.6,9.23,11.5,9.19
8.99663749065453E+017,2017-08-21 16:05:27,There's a simple solution to only 13% of students at some of our universities being registered to vote.,jeremycorbyn,61.67,9.1,24.7555555556,10.1,10.15,11,10.67
8.98931062511772E+017,2017-08-19 15:34:01,Great meeting in Aberconwy. We lost this seat by less than a thousand votes but together we can campaign to win it at the next election.,jeremycorbyn,83.66,4.8,17.9692307692,5.2,6.6,6,8.53
8.98926530167841E+017,2017-08-19 15:16:00,"Today I met Theresa, whose son was a soldier who died in the Iraq conflict, and has called for more support for veterans",jeremycorbyn,65.05,9.9,25.1130434783,10.1,7.72,11.5,10.27
8.98591657179964E+017,2017-08-18 17:05:20,I support McDonalds workers who have balloted to strike for the first time in the UK over fair pay and conditions. ,jeremycorbyn,67.08,9.1,21.8285714286,10.2,8.7,10.5,9.19
8.98580048483111E+017,2017-08-18 16:19:13,"Sad to hear of Sir Bruce Forsyth's death. A tireless charity campaigner, Sir Bruce was Mr Saturday Night and it was always nice to see him.",jeremycorbyn,83.66,4.8,16.4307692308,5.7,7.24,5.5,7.93
8.98544764194234E+017,2017-08-18 13:59:00,Stanley's Youth and Community Centre run music sessions for children. Every young person should have the opportunity to learn an instrument.,jeremycorbyn,52.36,8.6,23.3428571429,10.7,14.36,5.25,10.92
8.98541241641587E+017,2017-08-18 13:45:00,Talking with Stanley's Youth and Community Centre volunteers about the worrying increase in demand for the food bank they run.,jeremycorbyn,59.64,9.9,26,13.8,13.75,11,10.94
8.98536162222113E+017,2017-08-18 13:24:49,Volunteers have created a wonderful environment for people to come together at Stanley's Youth and Community Centre in Morecambe.,jeremycorbyn,35.27,13.1,28.5473684211,15.6,16.59,11.5,12.06
8.98232284284932E+017,2017-08-17 17:17:19,"Terrible reports from Barcelona. My thoughts are with those killed and injured, and the emergency services working to save lives.",jeremycorbyn,44.41,9.6,24,9.5,13.14,5,11.24
8.98199995177869E+017,2017-08-17 15:09:01,"If youre already a member, thank you. If youve recently joined, welcome. If youre thinking of joining, it's time: ",jeremycorbyn,65.08,5.7,19.2568421053,5.3,8.46,2.1666666667,9.77
8.98179147436089E+017,2017-08-17 13:46:10,"Many parents struggle to feed their kids over the school holidays, so the Hope Centre in Bolton is providing children with free lunches.",jeremycorbyn,65.05,9.9,26.852173913,13.4,11.78,11.5,10.96
8.97918891174777E+017,2017-08-16 20:32:00,"Today it's been revealed that some parents will be 3,100 worse off under govt's Universal Credit. Labour demands they halt these plans.",jeremycorbyn,77.23,5.2,20.9454545455,8.5,11.58,5,9.92
8.97862142002639E+017,2017-08-16 16:46:30,Donald Trump should unequivocally condemn those who want to reverse the achievements of the civil rights movement.,jeremycorbyn,45.76,11.1,25.2705882353,14.2,15.83,10.5,10.98
8.97754633992647E+017,2017-08-16 09:39:18,"Under Tories' flagship welfare reform, Universal Credit, some parents will lose 3,100 each year. It must be halted.",jeremycorbyn,70.8,5.6,25.6,8.7,12.5,4,11.98
8.97699445885764E+017,2017-08-16 06:00:01,Naz Shah and MPs from across the House have written to The Sun after it published articles that incite Islamophobia.,jeremycorbyn,59.64,9.9,24,11.4,10.85,11,10.16
8.97573679432913E+017,2017-08-15 21:40:15,"Devastating reports of a mudslide in Freetown, Sierra Leone. My thoughts are with those affected, emergency services and hospital staff.",jeremycorbyn,44.41,9.6,24,11.1,15.17,5,11.24
8.97393505630401E+017,2017-08-15 09:44:19,"My thoughts are with Bernard Kenny's family and friends. He was a true hero, whose bravery and selflessness will continue to inspire us.",jeremycorbyn,68.26,6.6,20.5130434783,7.7,10.3,4.75,9.7
8.97194920666071E+017,2017-08-14 20:35:12,"I send my good wishes to those in the UK, Pakistan and across the world who are celebrating the 70th anniversary of Pakistan's Independence.",jeremycorbyn,55.58,11.5,23.2666666667,13.6,11.32,15,9.43
8.97174739118039E+017,2017-08-14 19:15:01,"To stop fuel poverty, Labour will introduce an immediate emergency 1,000 price cap while we transition to a fairer system for bill payers.",jeremycorbyn,48.13,12.3,26.852173913,13.8,12.25,12.5,10.96
8.97050268503867E+017,2017-08-14 11:00:25,I'm in Milton Keynes where house prices have gone up 50% in 5 years. We'll end housing crisis here and across Britain.,jeremycorbyn,85.69,4,19.1272727273,4.8,7.11,4.5,9.21
8.9647389501603E+017,2017-08-12 20:50:06,"In the interests of sanity and safety for the world, global pressure for dialogue and diplomacy must be overwhelming",jeremycorbyn,43.73,11.9,26.4421052632,12.4,12.65,11.5,11.23
8.96046807016288E+017,2017-08-11 16:33:01,In Filton and Bradley Stoke campaigning on the NHS as it's revealed there has been an unprecedented rise in cancer treatment waiting times.,jeremycorbyn,56.59,11.1,26.852173913,14,12.54,12.5,10.96
8.96041270174401E+017,2017-08-11 16:11:01,At the Macmillan Wellbeing Centre at Southmead Hospital whose staff explain the challenges they face providing care for cancer patients.,jeremycorbyn,42.72,12.3,28,16.1,16.65,9,11.73
8.96035777200759E+017,2017-08-11 15:49:11,Today I've met with staff at Bristol Breast Care Centre at Southmead Hospital. Cancer affects so many people and families in our country.,jeremycorbyn,68.26,6.6,23.9913043478,7.9,10.54,4.75,11.07
8.96005504559743E+017,2017-08-11 13:48:53,"Yesterday's stats reveal the damage done to our NHS by the Tories. There are real people behind each stat, like Eve.",jeremycorbyn,77.74,5,17.6285714286,5.3,7.75,4.25,8.67
8.95718481978548E+017,2017-08-10 18:48:22,Thanks to all in Heartlands in Cornwall who came out today to hear Labour's message of investment in our NHS after 7 years of Tory cuts.,jeremycorbyn,78.93,8.7,24.7076923077,11.7,7.78,13,9.78
8.95690709487026E+017,2017-08-10 16:58:00,Thanks to the staff of the cardiac investigation unit at the Royal Cornwall Hospital for working so hard all year round.,jeremycorbyn,75.54,7.9,21.8285714286,11.5,10.33,11.5,9.19
8.95684668976235E+017,2017-08-10 16:34:00,Talking with AandE staff who face ever increasing pressures because of lack of GP access due to Tory underfunding.,jeremycorbyn,52.19,10.7,26.4421052632,11.9,12.01,10.5,11.23
8.95679071102812E+017,2017-08-10 16:11:46,"Met Freddie, one of the hundreds-of-thousands of babies born in our NHS each year, thanks to the work of midwives and NHS staff.",jeremycorbyn,81.97,7.5,16.4173913043,11.8,9.75,12.5,6.84
8.95600908821606E+017,2017-08-10 11:01:10,With nurses at Royal Cornwall Hospital who work tirelessly to give patients the treatment they deserve despite underfunding by the Tories.,jeremycorbyn,41.7,12.7,29.4476190476,15.5,15.32,12.5,12.2
